"TF","n_paths","mean_score","max_score","mean_pred_label","tf_mean","tf_pct","core_targets_hit"
"MAD2L1",22,0.023198787197939,0.0660115733486034,0.975138685909091,0.274243640927035,45.6260162601626,""
"HES6",22,0.0154415283706493,0.0581795096168261,0.912303935909091,0.348264137231259,52.1951219512195,""
"FANCI",22,0.00423546354439747,0.0127235717376844,0.880484774090909,0.105403734951955,26.1463414634146,"BRCA1"
"ITGB1",20,0.0346081014780077,0.138943837468109,0.981765527,0.572004307835447,77.7560975609756,""
"POLR1C",20,0.0451208867537256,0.133397902390583,0.800017558,0.2025902898767,44.0650406504065,"IMPDH2"
"BAZ1B",16,0.0195169746469976,0.0705143292952399,0.800495218125,0.22367237808936,47.4146341463415,"PCNA"
"PHGDH",12,0.0252543756875996,0.0764107243937504,0.81210964,0.12233260943179,23.1544715447154,""
"ACTR3",11,0.184913213034166,0.542628879616187,0.837786898181818,0.669013401771667,82.7642276422764,""
"ENO1",11,0.136130097768885,0.376550121068953,0.954844418181818,2.02101888215343,99.0894308943089,""
"PCNA",11,0.0287912980808825,0.0786442645857595,0.939211399090909,0.727826630123861,75.5447154471545,""
"ASCL2",11,0.0252507048483611,0.069395380734419,0.938063722727273,0.335995805550024,34.9918699186992,""
"CDK1",11,0.023744160685204,0.0645154766225908,0.923477491818182,0.258193785958276,38.4390243902439,""
"MAPK13",11,0.0179290011870151,0.0518467297260313,0.836226773636364,0.466408370009428,72.9430894308943,""
"GJB2",11,0.0156886370771844,0.0454845278255963,0.925854043636364,0.170481427526037,38.6991869918699,""
"PRC1",11,0.00745347630203079,0.0203929914116802,0.938315629090909,0.146730982207813,30.9268292682927,""
"NCL",10,0.0734131724475162,0.220626269601959,0.953680121,1.1471522159557,93.6260162601626,""
"INSR",10,0.0281467096395285,0.0750308829350146,0.990418945,0.233570004472993,45.7886178861789,""
"CD44",10,0.0248912129734377,0.0693063669686053,0.945661966,0.610018016044083,78.2439024390244,""
"HNRNPD",8,0.0178026626727252,0.0402760304106144,0.8113285225,0.874816139391303,88.520325203252,""
"CDX1",6,0.215178489355403,0.445158811672108,0.775844905,1.34564844181665,97.2032520325203,""
"NTRK2",6,0.0215038880525527,0.0624594358107901,0.76807719,0.149790967928366,25.8211382113821,""
"KLF6",1,0.0345396740899746,0.0345396740899746,0.75891954,0.781362893562445,78.6666666666667,""
