gart_threshold,min_cells,expression_threshold,source,interaction_name,omitted_donor,median_difference,positive_direction,n
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0160743206714083,TRUE,10
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0160743206714083,TRUE,10
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0160743206714083,TRUE,10
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.0138061032355211,TRUE,10
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N58,0.0160743206714083,TRUE,10
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.0138061032355211,TRUE,10
2,10,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0139322528135518,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0105816034037669,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.00815447844136012,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.00815447844136012,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.00815447844136012,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0105816034037669,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0105816034037669,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0105816034037669,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.00815447844136012,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N58,0.00865540836935674,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.00815447844136012,TRUE,10
1,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0105816034037669,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0160743206714083,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.0138061032355211,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.0138061032355211,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.0138061032355211,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0160743206714083,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0160743206714083,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0160743206714083,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.0138061032355211,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N58,0.0160743206714083,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.0138061032355211,TRUE,10
2,20,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0139322528135518,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0105816034037669,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.00815447844136012,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.00815447844136012,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.00815447844136012,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0105816034037669,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0105816034037669,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0105816034037669,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.00815447844136012,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N58,0.00865540836935674,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.00815447844136012,TRUE,10
1,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0105816034037669,TRUE,10
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0159481710933775,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.0116640353776646,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.0116640353776646,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.0116640353776646,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0159481710933775,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0159481710933775,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0159481710933775,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N58,0.0159481710933775,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.0116640353776646,TRUE,9
2,30,0.1,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0116640353776646,TRUE,9
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.00975589838048522,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.00732877341807846,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.00732877341807846,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.00732877341807846,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.00975589838048522,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.00975589838048522,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.00975589838048522,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N52,0.00865540836935674,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.00732877341807846,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.00732877341807846,TRUE,10
1,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.00975589838048522,TRUE,10
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.016200470249439,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.0159481710933775,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.0159481710933775,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.0159481710933775,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.016200470249439,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.016200470249439,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.016200470249439,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.0159481710933775,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.0159481710933775,TRUE,9
2,10,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.016200470249439,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0110825333317635,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.00622828340694998,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.00622828340694998,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.00622828340694998,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0110825333317635,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0110825333317635,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0110825333317635,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.00622828340694998,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.00622828340694998,TRUE,9
1,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0110825333317635,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.016200470249439,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.0159481710933775,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.0159481710933775,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.0159481710933775,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.016200470249439,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.016200470249439,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.016200470249439,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.0159481710933775,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.0159481710933775,TRUE,9
2,20,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.016200470249439,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0110825333317635,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.00622828340694998,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.00622828340694998,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.00622828340694998,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0110825333317635,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0110825333317635,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0110825333317635,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N539,0.00622828340694998,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.00622828340694998,TRUE,9
1,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0110825333317635,TRUE,9
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N106,0.0160743206714083,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N111,0.0107348882402399,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N23,0.0107348882402399,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N24,0.0107348882402399,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N44,0.0160743206714083,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N49,0.0160743206714083,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N50,0.0160743206714083,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N661,0.0107348882402399,TRUE,8
2,30,0.2,Fibroblast,MIF_CD74_CD44,SCP259_N9,0.0108610378182707,TRUE,8
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00507567104103131,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N111,0.0036573743291564,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N23,0.0036573743291564,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00507567104103131,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00507567104103131,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00507567104103131,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00507567104103131,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N52,0.0036573743291564,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N539,0.0036573743291564,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N58,0.0036573743291564,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N661,0.0036573743291564,TRUE,11
1,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00507567104103131,TRUE,11
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00828270195266223,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00598714466212428,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00598714466212428,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00828270195266223,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00828270195266223,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00828270195266223,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00828270195266223,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00598714466212428,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00598714466212428,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00682547513034051,TRUE,10
2,10,0.05,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00598714466212428,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00436652268509386,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00360044999192761,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00360044999192761,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00436652268509386,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00430959834786506,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00436652268509386,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00436652268509386,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00360044999192761,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00360044999192761,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00360044999192761,TRUE,10
1,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00436652268509386,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00828270195266223,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00598714466212428,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00598714466212428,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00828270195266223,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00828270195266223,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00828270195266223,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00828270195266223,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00598714466212428,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00598714466212428,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00682547513034051,TRUE,10
2,20,0.05,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00598714466212428,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00436652268509386,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00360044999192761,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00360044999192761,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00436652268509386,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00430959834786506,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00436652268509386,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00436652268509386,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00360044999192761,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00360044999192761,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00360044999192761,TRUE,10
1,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00436652268509386,TRUE,10
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N106,0.007444371484446,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00452991783980256,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00452991783980256,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N24,0.007444371484446,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N44,0.007444371484446,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N49,0.007444371484446,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N50,0.007444371484446,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00452991783980256,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00452991783980256,TRUE,9
2,30,0.05,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00452991783980256,TRUE,9
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00507567104103131,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N111,0.0036573743291564,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N23,0.0036573743291564,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00507567104103131,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00507567104103131,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00507567104103131,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00507567104103131,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N52,0.0036573743291564,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N539,0.0036573743291564,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N58,0.0036573743291564,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N661,0.0036573743291564,TRUE,11
1,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00507567104103131,TRUE,11
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00828270195266223,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00598714466212428,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00598714466212428,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00828270195266223,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00828270195266223,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00828270195266223,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00828270195266223,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00598714466212428,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00598714466212428,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00682547513034051,TRUE,10
2,10,0.1,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00598714466212428,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00436652268509386,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00360044999192761,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00360044999192761,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00436652268509386,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00430959834786506,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00436652268509386,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00436652268509386,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00360044999192761,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00360044999192761,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00360044999192761,TRUE,10
1,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00436652268509386,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00828270195266223,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00598714466212428,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00598714466212428,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00828270195266223,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00828270195266223,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00828270195266223,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00828270195266223,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00598714466212428,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00598714466212428,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00682547513034051,TRUE,10
2,20,0.1,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00598714466212428,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00436652268509386,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00360044999192761,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00360044999192761,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N24,0.00436652268509386,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00430959834786506,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00436652268509386,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00436652268509386,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N539,0.00360044999192761,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00360044999192761,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00360044999192761,TRUE,10
1,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00436652268509386,TRUE,10
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N106,0.007444371484446,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00452991783980256,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00452991783980256,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N24,0.007444371484446,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N44,0.007444371484446,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N49,0.007444371484446,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N50,0.007444371484446,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N58,0.00452991783980256,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N661,0.00452991783980256,TRUE,9
2,30,0.1,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00452991783980256,TRUE,9
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00360044999192761,TRUE,6
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00289144380463436,TRUE,6
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00289144380463436,TRUE,6
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00289144380463436,TRUE,6
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00360044999192761,TRUE,6
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00360044999192761,TRUE,6
1,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00294836814186316,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00682547513034051,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00291066037650822,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00291066037650822,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00520621766704617,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00682547513034051,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00682547513034051,TRUE,6
2,10,0.2,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00291066037650822,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00360044999192761,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00289144380463436,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00289144380463436,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00289144380463436,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00360044999192761,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00360044999192761,TRUE,6
1,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00294836814186316,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00682547513034051,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00291066037650822,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00291066037650822,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00520621766704617,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00682547513034051,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00682547513034051,TRUE,6
2,20,0.2,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00291066037650822,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N106,0.00360044999192761,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N111,0.00289144380463436,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N23,0.00289144380463436,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N44,0.00289144380463436,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N49,0.00360044999192761,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N50,0.00360044999192761,TRUE,6
1,30,0.2,Myeloid,MIF_CD74_CD44,SCP259_N9,0.00294836814186316,TRUE,6
