gart_threshold,min_cells,expression_threshold,resource,method,source,ligand_complex,receptor_complex,median_difference,P,positive_donor_fraction,n_paired_donors,test,median_rank,rank_IQR,FDR,median_rank_family,rank_IQR_family,rank_consistency_positive,direction
1,30,0.05,consensus,logFC,Endothelial,MIF,CD74_FAMILY,0.0507004428377149,0.0673828125,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.243626302083333,97.75,130.125,0.666666666666667,positive
1,30,0.05,consensus,logFC,Fibroblast,MIF,CD74_FAMILY,0.0507004428377149,0.0673828125,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.243626302083333,138.5,153.875,0.666666666666667,positive
1,30,0.05,consensus,logFC,Myeloid,MIF,CD74_FAMILY,0.0507004428377149,0.0673828125,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.243626302083333,66,95,0.666666666666667,positive
1,30,0.05,consensus,logFC,Other epithelial,MIF,CD74_FAMILY,0.0507004428377149,0.0673828125,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.243626302083333,61,100.125,0.666666666666667,positive
1,30,0.05,consensus,logFC,T/NK,MIF,CD74_FAMILY,0.0507004428377149,0.0673828125,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.243626302083333,39.5,61.25,0.666666666666667,positive
1,30,0.1,consensus,CellPhoneDB,Endothelial,MIF,CD74_FAMILY,0.198074102401733,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,19.75,41.125,1,positive
1,30,0.1,consensus,CellPhoneDB,Fibroblast,MIF,CD74_FAMILY,0.198074102401733,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,22.5,44.875,1,positive
1,30,0.1,consensus,CellPhoneDB,Myeloid,MIF,CD74_FAMILY,0.198074102401733,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,8,16.125,1,positive
1,30,0.1,consensus,CellPhoneDB,Other epithelial,MIF,CD74_FAMILY,0.198074102401733,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,12,13.5,1,positive
1,30,0.1,consensus,CellPhoneDB,T/NK,MIF,CD74_FAMILY,0.198074102401733,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,3.75,4.75,1,positive
1,30,0.1,consensus,Connectome,Endothelial,MIF,CD74_FAMILY,0.0917660700161633,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,65.75,100.25,1,positive
1,30,0.1,consensus,Connectome,Fibroblast,MIF,CD74_FAMILY,0.0917660700161633,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,85.5,126.75,1,positive
1,30,0.1,consensus,Connectome,Myeloid,MIF,CD74_FAMILY,0.0917660700161633,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,48,67.875,1,positive
1,30,0.1,consensus,Connectome,Other epithelial,MIF,CD74_FAMILY,0.0917660700161633,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,36.5,50.25,1,positive
1,30,0.1,consensus,Connectome,T/NK,MIF,CD74_FAMILY,0.0917660700161633,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,26,33,1,positive
1,30,0.1,consensus,GeometricMean,Endothelial,MIF,CD74_FAMILY,0.150680541992188,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,31,54.875,1,positive
1,30,0.1,consensus,GeometricMean,Fibroblast,MIF,CD74_FAMILY,0.155828952789307,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,44.5,77.75,1,positive
1,30,0.1,consensus,GeometricMean,Myeloid,MIF,CD74_FAMILY,0.0982180833816528,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,37.75,58.375,1,positive
1,30,0.1,consensus,GeometricMean,Other epithelial,MIF,CD74_FAMILY,0.1829514503479,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,11.5,19.75,1,positive
1,30,0.1,consensus,GeometricMean,T/NK,MIF,CD74_FAMILY,0.129099369049072,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,23.5,17.375,1,positive
1,30,0.1,consensus,LIANA_consensus,Endothelial,MIF,CD74_FAMILY,0.193472991538756,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,29,45,1,positive
1,30,0.1,consensus,LIANA_consensus,Fibroblast,MIF,CD74_FAMILY,0.175768111074184,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,42.5,50.875,1,positive
1,30,0.1,consensus,LIANA_consensus,Myeloid,MIF,CD74_FAMILY,0.161930665644343,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,20.75,29.375,1,positive
1,30,0.1,consensus,LIANA_consensus,Other epithelial,MIF,CD74_FAMILY,0.214449248740115,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,10.5,26.75,1,positive
1,30,0.1,consensus,LIANA_consensus,T/NK,MIF,CD74_FAMILY,0.210532712747673,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,11.25,9.375,1,positive
1,30,0.1,consensus,NATMI,Endothelial,MIF,CD74_FAMILY,0.527626514434815,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,24.5,41.5,1,positive
1,30,0.1,consensus,NATMI,Fibroblast,MIF,CD74_FAMILY,0.538522005081177,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,41.5,57.25,1,positive
1,30,0.1,consensus,NATMI,Myeloid,MIF,CD74_FAMILY,0.278989732265472,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,28.75,50.5,1,positive
1,30,0.1,consensus,NATMI,Other epithelial,MIF,CD74_FAMILY,0.766782283782959,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,6.5,10.875,1,positive
1,30,0.1,consensus,NATMI,T/NK,MIF,CD74_FAMILY,0.340625405311584,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.0101961525537634,16.25,17.5,1,positive
1,30,0.1,consensus,logFC,Endothelial,MIF,CD74_FAMILY,0.0507004428377149,0.0419921875,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.144079201634276,58.25,44.375,0.666666666666667,positive
1,30,0.1,consensus,logFC,Fibroblast,MIF,CD74_FAMILY,0.0507004428377149,0.0419921875,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.144079201634276,71.25,68.5,0.666666666666667,positive
1,30,0.1,consensus,logFC,Myeloid,MIF,CD74_FAMILY,0.0507004428377149,0.0419921875,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.144079201634276,33,34.5,0.666666666666667,positive
1,30,0.1,consensus,logFC,Other epithelial,MIF,CD74_FAMILY,0.0507004428377149,0.0419921875,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.144079201634276,31.25,32.75,0.666666666666667,positive
1,30,0.1,consensus,logFC,T/NK,MIF,CD74_FAMILY,0.0507004428377149,0.0419921875,0.636363636363636,11,exact Wilcoxon signed-rank,,,0.144079201634276,15,16.125,0.666666666666667,positive
1,30,0.2,consensus,CellPhoneDB,Endothelial,MIF,CD74_FAMILY,0.136675953865051,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,30,24.75,1,positive
1,30,0.2,consensus,CellPhoneDB,Fibroblast,MIF,CD74_FAMILY,0.136676132678986,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,32,27.25,1,positive
1,30,0.2,consensus,CellPhoneDB,Myeloid,MIF,CD74_FAMILY,0.0990941524505615,0.015625,1,7,exact Wilcoxon signed-rank,,,0.0368247487437186,21,16.5,1,positive
1,30,0.2,consensus,CellPhoneDB,Other epithelial,MIF,CD74_FAMILY,0.164520263671875,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.00934709821428571,8,14.875,1,positive
1,30,0.2,consensus,CellPhoneDB,T/NK,MIF,CD74_FAMILY,0.0452526807785034,,1,5,not estimable: <6 paired donors,,,,13.5,13.5,1,not estimable
1,30,0.2,consensus,Connectome,Endothelial,MIF,CD74_FAMILY,0.0667711315046261,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,45,49.75,1,positive
1,30,0.2,consensus,Connectome,Fibroblast,MIF,CD74_FAMILY,0.0667711315046261,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,58,67,1,positive
1,30,0.2,consensus,Connectome,Myeloid,MIF,CD74_FAMILY,0.0539278372244788,0.015625,1,7,exact Wilcoxon signed-rank,,,0.0381673177083333,31.5,18,1,positive
1,30,0.2,consensus,Connectome,Other epithelial,MIF,CD74_FAMILY,0.0778371660707716,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.00934709821428571,27.5,28,1,positive
1,30,0.2,consensus,Connectome,T/NK,MIF,CD74_FAMILY,0.0328059467047884,,1,5,not estimable: <6 paired donors,,,,15.5,5.5,1,not estimable
1,30,0.2,consensus,GeometricMean,Endothelial,MIF,CD74_FAMILY,0.111479938030243,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,32.5,25.75,1,positive
1,30,0.2,consensus,GeometricMean,Fibroblast,MIF,CD74_FAMILY,0.11661958694458,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,40.5,45,1,positive
1,30,0.2,consensus,GeometricMean,Myeloid,MIF,CD74_FAMILY,0.0560961961746215,0.015625,1,7,exact Wilcoxon signed-rank,,,0.0375801282051282,31.5,22.5,1,positive
1,30,0.2,consensus,GeometricMean,Other epithelial,MIF,CD74_FAMILY,0.1829514503479,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.00934709821428571,9,20.125,1,positive
1,30,0.2,consensus,GeometricMean,T/NK,MIF,CD74_FAMILY,0.0404382944107055,,1,5,not estimable: <6 paired donors,,,,16.5,12.5,1,not estimable
1,30,0.2,consensus,LIANA_consensus,Endothelial,MIF,CD74_FAMILY,0.141848678849423,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,27.5,18.75,1,positive
1,30,0.2,consensus,LIANA_consensus,Fibroblast,MIF,CD74_FAMILY,0.152470140855905,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,38.5,25,1,positive
1,30,0.2,consensus,LIANA_consensus,Myeloid,MIF,CD74_FAMILY,0.10688232012087,0.015625,1,7,exact Wilcoxon signed-rank,,,0.0377738402061856,24.5,18.5,1,positive
1,30,0.2,consensus,LIANA_consensus,Other epithelial,MIF,CD74_FAMILY,0.164868719092404,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.00934709821428571,10,8.25,1,positive
1,30,0.2,consensus,LIANA_consensus,T/NK,MIF,CD74_FAMILY,0.0482350726360238,,1,5,not estimable: <6 paired donors,,,,12.5,12.5,1,not estimable
1,30,0.2,consensus,NATMI,Endothelial,MIF,CD74_FAMILY,0.34247899055481,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,27.5,17.25,1,positive
1,30,0.2,consensus,NATMI,Fibroblast,MIF,CD74_FAMILY,0.429068565368652,0.001953125,1,10,exact Wilcoxon signed-rank,,,0.0118963068181818,41.5,31.25,1,positive
1,30,0.2,consensus,NATMI,Myeloid,MIF,CD74_FAMILY,0.163090109825134,0.015625,1,7,exact Wilcoxon signed-rank,,,0.0377738402061856,31.5,18,1,positive
1,30,0.2,consensus,NATMI,Other epithelial,MIF,CD74_FAMILY,0.541723847389221,0.0009765625,1,11,exact Wilcoxon signed-rank,,,0.00934709821428571,10,12.125,1,positive
1,30,0.2,consensus,NATMI,T/NK,MIF,CD74_FAMILY,0.112354874610901,,1,5,not estimable: <6 paired donors,,,,16.5,10.5,1,not estimable
1,30,0.2,consensus,logFC,Endothelial,MIF,CD74_FAMILY,0.023089636254678,0.322265625,0.5,10,exact Wilcoxon signed-rank,,,0.419840494791667,29,24.5,0.545454545454545,positive
1,30,0.2,consensus,logFC,Fibroblast,MIF,CD74_FAMILY,0.023089636254678,0.322265625,0.5,10,exact Wilcoxon signed-rank,,,0.419840494791667,44,27.75,0.545454545454545,positive
1,30,0.2,consensus,logFC,Myeloid,MIF,CD74_FAMILY,-0.0076029786632219,0.9375,0.285714285714286,7,exact Wilcoxon signed-rank,,,0.949649028077754,29,14.75,0.285714285714286,negative
1,30,0.2,consensus,logFC,Other epithelial,MIF,CD74_FAMILY,0.0505537184431414,0.1748046875,0.545454545454545,11,exact Wilcoxon signed-rank,,,0.30705392673221,11.75,18.625,0.583333333333333,positive
1,30,0.2,consensus,logFC,T/NK,MIF,CD74_FAMILY,-0.0043744459337855,,0.4,5,not estimable: <6 paired donors,,,,12.5,9.5,0.4,not estimable
2,30,0.05,consensus,CellPhoneDB,Endothelial,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020548882885514,16.5,107.75,0.909090909090909,positive
2,30,0.05,consensus,CellPhoneDB,Fibroblast,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020548882885514,20,129,0.909090909090909,positive
2,30,0.05,consensus,CellPhoneDB,Myeloid,MIF,CD74_FAMILY,0.278820097446442,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020548882885514,10,70,0.909090909090909,positive
2,30,0.05,consensus,CellPhoneDB,Other epithelial,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020548882885514,11,94.75,0.909090909090909,positive
2,30,0.05,consensus,CellPhoneDB,T/NK,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020548882885514,3.5,40.25,0.909090909090909,positive
2,30,0.05,consensus,Connectome,Endothelial,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0196490658512064,121,204,0.909090909090909,positive
2,30,0.05,consensus,Connectome,Fibroblast,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0196490658512064,174,281.5,0.909090909090909,positive
2,30,0.05,consensus,Connectome,Myeloid,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0196490658512064,72,153,0.909090909090909,positive
2,30,0.05,consensus,Connectome,Other epithelial,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0196490658512064,79,180.25,0.909090909090909,positive
2,30,0.05,consensus,Connectome,T/NK,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0196490658512064,38.5,83.25,0.909090909090909,positive
2,30,0.05,consensus,GeometricMean,Endothelial,MIF,CD74_FAMILY,0.241942882537842,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0210606366738506,27.5,148.25,0.909090909090909,positive
2,30,0.05,consensus,GeometricMean,Fibroblast,MIF,CD74_FAMILY,0.25020956993103,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0210606366738506,37.5,178.25,0.909090909090909,positive
2,30,0.05,consensus,GeometricMean,Myeloid,MIF,CD74_FAMILY,0.157705426216126,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0210606366738506,51,124.5,0.909090909090909,positive
2,30,0.05,consensus,GeometricMean,Other epithelial,MIF,CD74_FAMILY,0.273757338523865,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0210606366738506,11.5,92.5,0.909090909090909,positive
2,30,0.05,consensus,GeometricMean,T/NK,MIF,CD74_FAMILY,0.182390987873077,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0210606366738506,27.5,62.5,0.909090909090909,positive
2,30,0.05,consensus,LIANA_consensus,Endothelial,MIF,CD74_FAMILY,0.28575008729335,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0207623273725212,42.5,121,0.909090909090909,positive
2,30,0.05,consensus,LIANA_consensus,Fibroblast,MIF,CD74_FAMILY,0.270564719255336,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0207623273725212,59.5,135,0.909090909090909,positive
2,30,0.05,consensus,LIANA_consensus,Myeloid,MIF,CD74_FAMILY,0.260240183709084,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0207623273725212,17,86.25,0.909090909090909,positive
2,30,0.05,consensus,LIANA_consensus,Other epithelial,MIF,CD74_FAMILY,0.295873826335011,0.0068359375,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0229932598039216,15.5,74,0.909090909090909,positive
2,30,0.05,consensus,LIANA_consensus,T/NK,MIF,CD74_FAMILY,0.340390328980211,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0207623273725212,9.5,43,0.909090909090909,positive
2,30,0.05,consensus,NATMI,Endothelial,MIF,CD74_FAMILY,0.661084413528442,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0211823744580925,21.5,65,0.909090909090909,positive
2,30,0.05,consensus,NATMI,Fibroblast,MIF,CD74_FAMILY,0.612520694732666,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0211823744580925,44.5,86.25,0.909090909090909,positive
2,30,0.05,consensus,NATMI,Myeloid,MIF,CD74_FAMILY,0.369338035583496,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0276569870283019,28,76.25,0.909090909090909,positive
2,30,0.05,consensus,NATMI,Other epithelial,MIF,CD74_FAMILY,1.00427532196045,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0211823744580925,6.5,21,0.909090909090909,positive
2,30,0.05,consensus,NATMI,T/NK,MIF,CD74_FAMILY,0.387431025505066,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0211823744580925,20,32.75,0.909090909090909,positive
2,30,0.05,consensus,logFC,Endothelial,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.570708728227459,77,135.75,0.727272727272727,positive
2,30,0.05,consensus,logFC,Fibroblast,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.570708728227459,95,176.25,0.727272727272727,positive
2,30,0.05,consensus,logFC,Myeloid,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.570708728227459,51,103,0.727272727272727,positive
2,30,0.05,consensus,logFC,Other epithelial,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.570708728227459,55,117.5,0.727272727272727,positive
2,30,0.05,consensus,logFC,T/NK,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.570708728227459,31,60.75,0.727272727272727,positive
2,30,0.1,consensus,CellPhoneDB,Endothelial,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,14,85.75,0.909090909090909,positive
2,30,0.1,consensus,CellPhoneDB,Fibroblast,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,15.5,94.5,0.909090909090909,positive
2,30,0.1,consensus,CellPhoneDB,Myeloid,MIF,CD74_FAMILY,0.278820097446442,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,7.5,56.25,0.909090909090909,positive
2,30,0.1,consensus,CellPhoneDB,Other epithelial,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,9.5,52.75,0.909090909090909,positive
2,30,0.1,consensus,CellPhoneDB,T/NK,MIF,CD74_FAMILY,0.278820037841797,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,3.5,24,0.909090909090909,positive
2,30,0.1,consensus,Connectome,Endothelial,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,89.5,144,0.909090909090909,positive
2,30,0.1,consensus,Connectome,Fibroblast,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,115.5,187.25,0.909090909090909,positive
2,30,0.1,consensus,Connectome,Myeloid,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,51.5,95.25,0.909090909090909,positive
2,30,0.1,consensus,Connectome,Other epithelial,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,43,83.75,0.909090909090909,positive
2,30,0.1,consensus,Connectome,T/NK,MIF,CD74_FAMILY,0.14543139413573,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0205580096378505,25.5,43.25,0.909090909090909,positive
2,30,0.1,consensus,GeometricMean,Endothelial,MIF,CD74_FAMILY,0.241942882537842,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0206545261150235,27.5,114.75,0.909090909090909,positive
2,30,0.1,consensus,GeometricMean,Fibroblast,MIF,CD74_FAMILY,0.25020956993103,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0206545261150235,37.5,133.75,0.909090909090909,positive
2,30,0.1,consensus,GeometricMean,Myeloid,MIF,CD74_FAMILY,0.157705426216126,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0206545261150235,46,83,0.909090909090909,positive
2,30,0.1,consensus,GeometricMean,Other epithelial,MIF,CD74_FAMILY,0.273757338523865,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0206545261150235,11.5,58.5,0.909090909090909,positive
2,30,0.1,consensus,GeometricMean,T/NK,MIF,CD74_FAMILY,0.182390987873077,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0206545261150235,26.5,36.75,0.909090909090909,positive
2,30,0.1,consensus,LIANA_consensus,Endothelial,MIF,CD74_FAMILY,0.290262182539171,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0213563789441748,30.5,99,0.909090909090909,positive
2,30,0.1,consensus,LIANA_consensus,Fibroblast,MIF,CD74_FAMILY,0.278976202136884,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0213563789441748,38.5,107.5,0.909090909090909,positive
2,30,0.1,consensus,LIANA_consensus,Myeloid,MIF,CD74_FAMILY,0.246813196633987,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0213563789441748,17,66.25,0.909090909090909,positive
2,30,0.1,consensus,LIANA_consensus,Other epithelial,MIF,CD74_FAMILY,0.2642171663425,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0283833165322581,13.5,34,0.909090909090909,positive
2,30,0.1,consensus,LIANA_consensus,T/NK,MIF,CD74_FAMILY,0.323777894178046,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0213563789441748,12,28,0.909090909090909,positive
2,30,0.1,consensus,NATMI,Endothelial,MIF,CD74_FAMILY,0.661084413528442,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020751953125,20.5,58.5,0.909090909090909,positive
2,30,0.1,consensus,NATMI,Fibroblast,MIF,CD74_FAMILY,0.612520694732666,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020751953125,44.5,83.75,0.909090909090909,positive
2,30,0.1,consensus,NATMI,Myeloid,MIF,CD74_FAMILY,0.369338035583496,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0280217456210191,28,68.25,0.909090909090909,positive
2,30,0.1,consensus,NATMI,Other epithelial,MIF,CD74_FAMILY,1.00427532196045,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020751953125,6.5,20.5,0.909090909090909,positive
2,30,0.1,consensus,NATMI,T/NK,MIF,CD74_FAMILY,0.387431025505066,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.020751953125,20,27.75,0.909090909090909,positive
2,30,0.1,consensus,logFC,Endothelial,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.480395788433908,56,83.75,0.727272727272727,positive
2,30,0.1,consensus,logFC,Fibroblast,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.480395788433908,64.5,101.25,0.727272727272727,positive
2,30,0.1,consensus,logFC,Myeloid,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.480395788433908,28,63.25,0.727272727272727,positive
2,30,0.1,consensus,logFC,Other epithelial,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.480395788433908,25,50.25,0.727272727272727,positive
2,30,0.1,consensus,logFC,T/NK,MIF,CD74_FAMILY,0.0765634736069892,0.2783203125,0.727272727272727,11,exact Wilcoxon signed-rank,,,0.480395788433908,18,24.25,0.727272727272727,positive
2,30,0.2,consensus,CellPhoneDB,Endothelial,MIF,CD74_FAMILY,0.233005225658417,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.021875,22.75,45.75,0.9,positive
2,30,0.2,consensus,CellPhoneDB,Fibroblast,MIF,CD74_FAMILY,0.233005106449127,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.021875,42,62.375,0.9,positive
2,30,0.2,consensus,CellPhoneDB,Myeloid,MIF,CD74_FAMILY,0.111781716346741,0.046875,0.857142857142857,7,exact Wilcoxon signed-rank,,,0.0670620437956204,27.5,43.5,0.857142857142857,positive
2,30,0.2,consensus,CellPhoneDB,Other epithelial,MIF,CD74_FAMILY,0.271049976348877,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0182291666666667,8,31,0.909090909090909,positive
2,30,0.2,consensus,CellPhoneDB,T/NK,MIF,CD74_FAMILY,0.194960474967957,,0.8,5,not estimable: <6 paired donors,,,,4.5,16.5,0.8,not estimable
2,30,0.2,consensus,Connectome,Endothelial,MIF,CD74_FAMILY,0.134710631901473,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.021875,57.25,49.25,0.9,positive
2,30,0.2,consensus,Connectome,Fibroblast,MIF,CD74_FAMILY,0.134710631901473,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.021875,76,77.75,0.9,positive
2,30,0.2,consensus,Connectome,Myeloid,MIF,CD74_FAMILY,0.0607361241786364,0.046875,0.857142857142857,7,exact Wilcoxon signed-rank,,,0.0665760869565218,37.5,31,0.857142857142857,positive
2,30,0.2,consensus,Connectome,Other epithelial,MIF,CD74_FAMILY,0.141395441819414,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,,,0.0182291666666667,20.5,39.5,0.909090909090909,positive
2,30,0.2,consensus,Connectome,T/NK,MIF,CD74_FAMILY,0.128025821983532,,0.8,5,not estimable: <6 paired donors,,,,12.5,16.5,0.8,not estimable
2,30,0.2,consensus,GeometricMean,Endothelial,MIF,CD74_FAMILY,0.192471325397491,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.0223540145985401,39.5,48.625,0.9,positive
2,30,0.2,consensus,GeometricMean,Fibroblast,MIF,CD74_FAMILY,0.222092926502228,0.005859375,0.9,10,exact Wilcoxon signed-rank,,,0.0223540145985401,62,82.375,0.9,positive
