gart_threshold,min_cells,expression_threshold,source,interaction_name,result_type,pathway_name,ligand,receptor,median_difference,HL_estimate,CI_low,CI_high,P,positive_donor_fraction,n_paired_donors,test,warning,FDR,lodo_positive_fraction,lodo_n
1,20,0.1,Endothelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00539918262750509,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,20,0.1,Endothelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0105174238160977,0.0104879556290688,0.00654338797983888,0.0136638770302702,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,Fibroblast,,pathway,BMP,,,0.00194620955782727,0.00248881718086622,0.000808396017154679,0.00496562322879613,0.01171875,0.888888888888889,9,exact Wilcoxon signed-rank,"",0.0210129310344828,,
1,20,0.1,Fibroblast,,pathway,MIF,,,0.0110825333317635,0.0108015761614017,-0.0120382625698963,0.0132610356965183,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,20,0.1,Fibroblast,,pathway,MK,,,0.0201022451417911,0.0209522934969299,0.015153368090492,0.0303205336980949,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00483630952380952,,
1,20,0.1,Fibroblast,,pathway,TRAIL,,,0.000146919062471194,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,20,0.1,Fibroblast,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0100806734757703,0.00844647368622074,0.00414292026107713,0.0131825196546787,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,Fibroblast,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00544401241724876,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,20,0.1,Fibroblast,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0110825333317635,0.0108015761614017,0.00701949390342435,0.0132610356965183,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,Myeloid,,pathway,MIF,,,0.00636431312918113,0.00642543592097968,-0.00657990604732418,0.0101049412413823,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,20,0.1,Myeloid,,pathway,TRAIL,,,5.40190662523293e-05,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,20,0.1,Myeloid,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0036573743291564,0.00515976087035674,0.00219037354107512,0.00916730157258028,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,Myeloid,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00356490299988695,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,20,0.1,Myeloid,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00636431312918114,0.00651370348505799,0.00386162599767437,0.0101049412413823,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,Other epithelial,,pathway,BMP,,,0.00064109786585485,,,,,1,1,not estimable: <6 paired donors,"",,,
1,20,0.1,Other epithelial,,pathway,MIF,,,0.0140401118975707,0.0145274275292163,-0.0169807917192693,0.0204484461680017,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,20,0.1,Other epithelial,,pathway,MK,,,0.0176458550958576,0.0181013591991066,0.0125907412090281,0.0283440907657639,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00483630952380952,,
1,20,0.1,Other epithelial,,pathway,TRAIL,,,8.81940901343952e-05,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,20,0.1,Other epithelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0110253794662811,0.0125517292012552,0.00458900966042472,0.0196230760047286,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,Other epithelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00702911020101874,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,20,0.1,Other epithelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0140401118975707,0.0145274275292163,0.00820335222144434,0.0204484461680017,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,T/NK,,pathway,MIF,,,0.00751153946676687,0.00764775237651348,-0.00484895074812918,0.0106966596087672,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,20,0.1,T/NK,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00581695660200612,0.00619009989064632,0.00252463993275803,0.0103593986419745,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.1,T/NK,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00358532652495831,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,20,0.1,T/NK,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00751153946676687,0.00777818846212773,0.00453623560806672,0.0106966596087672,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,20,0.2,Endothelial,,pathway,MIF,,,0.0108436225436132,0.0108436225436132,0.00540124633726585,0.026460342947564,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.00677083333333333,,
1,20,0.2,Endothelial,,pathway,MK,,,0.0143571844445764,0.0178411630353135,0.0100372162826,0.0273909315947476,0.0078125,1,8,exact Wilcoxon signed-rank,"",0.0119485294117647,,
1,20,0.2,Endothelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00789664294172594,0.00805168269112969,0.00325684023806709,0.013239379755851,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,20,0.2,Endothelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00422337746923065,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,20,0.2,Endothelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00970558737274412,0.00889375092939053,0.00493354411113067,0.0132454214850463,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,20,0.2,Fibroblast,,pathway,BMP,,,0.000239831616653217,,,,,1,1,not estimable: <6 paired donors,"",,,
1,20,0.2,Fibroblast,,pathway,MIF,,,0.0115492834877262,0.0113348406621082,0.00622828340694998,0.0224382553419426,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.00677083333333333,,
1,20,0.2,Fibroblast,,pathway,MK,,,0.0224451365978661,0.0242011400881082,0.0177123652023684,0.0311415206349389,0.001953125,1,10,exact Wilcoxon signed-rank,"",0.00534539473684211,,
1,20,0.2,Fibroblast,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00865540836935674,0.00823753900308475,0.00375961302829197,0.013382628578825,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,20,0.2,Fibroblast,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00446062449877052,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,20,0.2,Fibroblast,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0101958076715683,0.00953945573057204,0.00530161196632245,0.013382628578825,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,20,0.2,Myeloid,,pathway,MIF,,,0.00503239127828541,0.00866497561079565,0.00159667718803699,0.0227006481244364,0.03125,0.857142857142857,7,exact Wilcoxon signed-rank,"",0.0353260869565218,,
1,20,0.2,Myeloid,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00354352565469882,0.003628912160542,0.000723372752993834,0.013241971796421,0.03125,0.857142857142857,7,exact Wilcoxon signed-rank,"",0.0493951612903226,1,7
1,20,0.2,Myeloid,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00240492506052556,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,20,0.2,Myeloid,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0036573743291564,0.00468863704100316,0.00159667718803699,0.013241971796421,0.03125,0.857142857142857,7,exact Wilcoxon signed-rank,"",0.0493951612903226,1,7
1,20,0.2,Other epithelial,,pathway,MIF,,,0.0140401118975707,0.0153300175608177,0.0077717556570658,0.035573596567449,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00534539473684211,,
1,20,0.2,Other epithelial,,pathway,MK,,,0.0214740049225648,0.0215245846322789,0.0149232772097796,0.028213469378709,0.001953125,1,10,exact Wilcoxon signed-rank,"",0.00534539473684211,,
1,20,0.2,Other epithelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0110253794662811,0.0125517292012552,0.00458900966042472,0.0196230760047286,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00775971283783784,1,11
1,20,0.2,Other epithelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00514741721926436,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,20,0.2,Other epithelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0110253794662811,0.0129894237283739,0.00638723072691414,0.0196230760047286,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00775971283783784,1,11
1,20,0.2,T/NK,,pathway,MIF,,,0.00595176339437417,,,,,0.8,5,not estimable: <6 paired donors,"",,,
1,20,0.2,T/NK,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00415438357684284,,,,,0.8,5,not estimable: <6 paired donors,"",,1,5
1,20,0.2,T/NK,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00510260698532281,,,,,1,1,not estimable: <6 paired donors,"",,,1
1,20,0.2,T/NK,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00595176339437418,,,,,0.8,5,not estimable: <6 paired donors,"",,1,5
1,30,0.05,Endothelial,,pathway,BMP,,,2.2767210657596e-05,,,,,0.5,2,not estimable: <6 paired donors,"",,,
1,30,0.05,Endothelial,,pathway,MIF,,,0.0105174238160977,0.0104641872727714,0.00419302503028723,0.021938028134249,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00779594809322034,,
1,30,0.05,Endothelial,,pathway,MK,,,0.0145942923101518,0.01333569826236,0.00955185457911125,0.0206319814184367,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00528690732758621,,
1,30,0.05,Endothelial,,pathway,TRAIL,,,0.00116487493934097,0.00238238580528776,0.000160240731682965,0.00420979116266049,0.0244140625,0.818181818181818,11,exact Wilcoxon signed-rank,"",0.0365048363095238,,
1,30,0.05,Endothelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0104781329000592,0.00805712912574505,0.00416787336178355,0.0130682207777393,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00926050646551724,1,11
1,30,0.05,Endothelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.0024291586893193,0.000973640987221799,-0.00600115353000046,0.0076559325206105,0.5625,0.666666666666667,6,exact Wilcoxon signed-rank,"",0.587049335863378,1,6
1,30,0.05,Endothelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0105174238160977,0.0102732823431189,0.00419302503028723,0.0120067323615765,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.012890625,1,11
1,30,0.05,Fibroblast,,pathway,BMP,,,0.0029429205214709,0.00199040412191524,0.000151446848441476,0.00393240614310922,0.0322265625,0.727272727272727,11,exact Wilcoxon signed-rank,"",0.0443821957236842,,
1,30,0.05,Fibroblast,,pathway,MIF,,,0.0110825333317635,0.0107315166056006,0.00472990579547561,0.0143490056656685,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00779594809322034,,
1,30,0.05,Fibroblast,,pathway,MK,,,0.0201022451417911,0.0210881688872731,0.0147166128852274,0.0287071662786554,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00528690732758621,,
1,30,0.05,Fibroblast,,pathway,TRAIL,,,0.000273183106887533,0.00120302428068324,2.91041308712516e-05,0.00223399370570028,0.0244140625,0.818181818181818,11,exact Wilcoxon signed-rank,"",0.0365048363095238,,
1,30,0.05,Fibroblast,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0100806734757703,0.00844647368622074,0.00414292026107713,0.0131825196546787,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00926050646551724,1,11
1,30,0.05,Fibroblast,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00311255239738015,0.000903109635801931,-0.00807843567486115,0.00801813936173912,0.6875,0.666666666666667,6,exact Wilcoxon signed-rank,"",0.70677570093458,1,6
1,30,0.05,Fibroblast,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0110825333317635,0.0106550575089465,0.00309573921999064,0.012715769498716,0.0029296875,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.012890625,1,11
1,30,0.05,Myeloid,,pathway,MIF,,,0.00636431312918113,0.00638946455473717,0.00269086071706332,0.0144404416053406,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0180376838235294,,
1,30,0.05,Myeloid,,pathway,MK,,,0.00358626270373165,,,,,1,1,not estimable: <6 paired donors,"",,,
1,30,0.05,Myeloid,,pathway,TRAIL,,,0.00026206129274486,0.000308286757724776,-9.82048830425989e-06,0.000582644973776239,0.064453125,0.8,10,exact Wilcoxon signed-rank,"",0.0784429505813954,,
1,30,0.05,Myeloid,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0036573743291564,0.00515976087035674,0.00219037354107512,0.00916730157258028,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00926050646551724,1,11
1,30,0.05,Myeloid,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00166080953512093,0.00019686801151083,-0.00569468211557418,0.004473247814994,0.84375,0.666666666666667,6,exact Wilcoxon signed-rank,"",0.856203874538746,1,6
1,30,0.05,Myeloid,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00636431312918114,0.006159030345318,0.00269086071706332,0.00916246000444866,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0248661747685185,1,11
1,30,0.05,Other epithelial,,pathway,BMP,,,0.000202028586167438,,,,,0.8,5,not estimable: <6 paired donors,"",,,
1,30,0.05,Other epithelial,,pathway,MIF,,,0.0140401118975707,0.0140435476741325,0.00568261589187046,0.0255045371921158,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0180376838235294,,
1,30,0.05,Other epithelial,,pathway,MK,,,0.0184922526428653,0.018588680828409,0.0125864516639733,0.0276498374125221,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00528690732758621,,
1,30,0.05,Other epithelial,,pathway,TRAIL,,,0.000278319437787497,0.000697742758755166,7.42427807942517e-05,0.00145572586537372,0.0322265625,0.818181818181818,11,exact Wilcoxon signed-rank,"",0.0443821957236842,,
1,30,0.05,Other epithelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0110253794662811,0.0125517292012552,0.00458900966042472,0.0196230760047286,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00926050646551724,1,11
1,30,0.05,Other epithelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00274015494519575,0.00113287405885627,-0.0118011901249358,0.0098124754177197,0.84375,0.666666666666667,6,exact Wilcoxon signed-rank,"",0.856203874538746,1,6
1,30,0.05,Other epithelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0140401118975707,0.0140198083374097,0.00568261589187045,0.0193028218384871,0.009765625,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0248661747685185,1,11
1,30,0.05,T/NK,,pathway,MIF,,,0.00701446766163318,0.00728071948154029,0.00275702114271982,0.0175591039469294,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0109514508928571,,
1,30,0.05,T/NK,,pathway,TRAIL,,,3.71775993393236e-05,7.04721822822761e-05,-6.38928570246195e-05,0.000513271055340904,0.375,0.714285714285714,7,exact Wilcoxon signed-rank,"",0.406034482758621,,
1,30,0.05,T/NK,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00581695660200612,0.00619009989064632,0.00252463993275803,0.0103593986419745,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00926050646551724,1,11
1,30,0.05,T/NK,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.001887977579949,0.000418799269973961,-0.00549094823100175,0.00510260698532281,0.6875,0.666666666666667,6,exact Wilcoxon signed-rank,"",0.70677570093458,1,6
1,30,0.05,T/NK,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00701446766163318,0.00725186952467796,0.00275702114271982,0.0103774044049908,0.0048828125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0181455869932432,1,11
1,30,0.1,Endothelial,,pathway,MIF,,,0.0105174238160977,0.0104879556290688,-0.0043246860768719,0.0136638770302702,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,30,0.1,Endothelial,,pathway,MK,,,0.0142675914165558,0.0141216654448343,0.0100328946055199,0.0243695111728651,0.001953125,1,10,exact Wilcoxon signed-rank,"",0.00597426470588235,,
1,30,0.1,Endothelial,,pathway,TRAIL,,,0.0002390879352856,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,30,0.1,Endothelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0104781329000592,0.00805712912574505,0.00416787336178355,0.0130682207777393,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Endothelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00539918262750509,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,30,0.1,Endothelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0105174238160977,0.0104879556290688,0.00654338797983888,0.0136638770302702,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Fibroblast,,pathway,BMP,,,0.00194620955782727,0.00248881718086622,0.000808396017154679,0.00496562322879613,0.01171875,0.888888888888889,9,exact Wilcoxon signed-rank,"",0.0210129310344828,,
1,30,0.1,Fibroblast,,pathway,MIF,,,0.0110825333317635,0.0108015761614017,-0.0120382625698963,0.0132610356965183,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,30,0.1,Fibroblast,,pathway,MK,,,0.0201022451417911,0.0209522934969299,0.015153368090492,0.0303205336980949,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00483630952380952,,
1,30,0.1,Fibroblast,,pathway,TRAIL,,,0.000146919062471194,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,30,0.1,Fibroblast,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0100806734757703,0.00844647368622074,0.00414292026107713,0.0131825196546787,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Fibroblast,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00544401241724876,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,30,0.1,Fibroblast,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0110825333317635,0.0108015761614017,0.00701949390342435,0.0132610356965183,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Myeloid,,pathway,MIF,,,0.00636431312918113,0.00642543592097968,-0.00657990604732418,0.0101049412413823,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,30,0.1,Myeloid,,pathway,TRAIL,,,5.40190662523293e-05,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,30,0.1,Myeloid,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0036573743291564,0.00515976087035674,0.00219037354107512,0.00916730157258028,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Myeloid,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00356490299988695,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,30,0.1,Myeloid,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00636431312918114,0.00651370348505799,0.00386162599767437,0.0101049412413823,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Other epithelial,,pathway,BMP,,,0.00064109786585485,,,,,1,1,not estimable: <6 paired donors,"",,,
1,30,0.1,Other epithelial,,pathway,MIF,,,0.0140401118975707,0.0145274275292163,-0.0169807917192693,0.0204484461680017,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,30,0.1,Other epithelial,,pathway,MK,,,0.0176458550958576,0.0181013591991066,0.0125907412090281,0.0283440907657639,0.0009765625,1,11,exact Wilcoxon signed-rank,"",0.00483630952380952,,
1,30,0.1,Other epithelial,,pathway,TRAIL,,,8.81940901343952e-05,,,,,0.75,4,not estimable: <6 paired donors,"",,,
1,30,0.1,Other epithelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0110253794662811,0.0125517292012552,0.00458900966042472,0.0196230760047286,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,Other epithelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00702911020101874,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,30,0.1,Other epithelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0140401118975707,0.0145274275292163,0.00820335222144434,0.0204484461680017,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,T/NK,,pathway,MIF,,,0.00751153946676687,0.00764775237651348,-0.00484895074812918,0.0106966596087672,0.0537109375,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.066499255952381,,
1,30,0.1,T/NK,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00581695660200612,0.00619009989064632,0.00252463993275803,0.0103593986419745,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.1,T/NK,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00358532652495831,,,,,1,4,not estimable: <6 paired donors,"",,1,4
1,30,0.1,T/NK,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00751153946676687,0.00777818846212773,0.00453623560806672,0.0106966596087672,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.0082750822368421,1,11
1,30,0.2,Endothelial,,pathway,MIF,,,0.0108436225436132,0.0108436225436132,0.00540124633726585,0.026460342947564,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.00677083333333333,,
1,30,0.2,Endothelial,,pathway,MK,,,0.0143571844445764,0.0178411630353135,0.0100372162826,0.0273909315947476,0.0078125,1,8,exact Wilcoxon signed-rank,"",0.0119485294117647,,
1,30,0.2,Endothelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00789664294172594,0.00805168269112969,0.00325684023806709,0.013239379755851,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,30,0.2,Endothelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00422337746923065,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,30,0.2,Endothelial,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.00970558737274412,0.00889375092939053,0.00493354411113067,0.0132454214850463,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,30,0.2,Fibroblast,,pathway,BMP,,,0.000239831616653217,,,,,1,1,not estimable: <6 paired donors,"",,,
1,30,0.2,Fibroblast,,pathway,MIF,,,0.0115492834877262,0.0113348406621082,0.00622828340694998,0.0224382553419426,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.00677083333333333,,
1,30,0.2,Fibroblast,,pathway,MK,,,0.0224451365978661,0.0242011400881082,0.0177123652023684,0.0311415206349389,0.001953125,1,10,exact Wilcoxon signed-rank,"",0.00534539473684211,,
1,30,0.2,Fibroblast,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00865540836935674,0.00823753900308475,0.00375961302829197,0.013382628578825,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,30,0.2,Fibroblast,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00446062449877052,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,30,0.2,Fibroblast,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0101958076715683,0.00953945573057204,0.00530161196632245,0.013382628578825,0.00390625,0.9,10,exact Wilcoxon signed-rank,"",0.01025390625,1,10
1,30,0.2,Myeloid,,pathway,MIF,,,0.00503239127828541,0.00866497561079565,0.00159667718803699,0.0227006481244364,0.03125,0.857142857142857,7,exact Wilcoxon signed-rank,"",0.0353260869565218,,
1,30,0.2,Myeloid,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.00354352565469882,0.003628912160542,0.000723372752993834,0.013241971796421,0.03125,0.857142857142857,7,exact Wilcoxon signed-rank,"",0.0493951612903226,1,7
1,30,0.2,Myeloid,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00240492506052556,,,,,1,2,not estimable: <6 paired donors,"",,1,2
1,30,0.2,Myeloid,MIF_CD74_FAMILY,interaction_family,MIF,MIF,CD74-containing receptor complex family,0.0036573743291564,0.00468863704100316,0.00159667718803699,0.013241971796421,0.03125,0.857142857142857,7,exact Wilcoxon signed-rank,"",0.0493951612903226,1,7
1,30,0.2,Other epithelial,,pathway,MIF,,,0.0140401118975707,0.0153300175608177,0.0077717556570658,0.035573596567449,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00534539473684211,,
1,30,0.2,Other epithelial,,pathway,MK,,,0.0214740049225648,0.0215245846322789,0.0149232772097796,0.028213469378709,0.001953125,1,10,exact Wilcoxon signed-rank,"",0.00534539473684211,,
1,30,0.2,Other epithelial,MIF_CD74_CD44,interaction,MIF,MIF,CD74_CD44,0.0110253794662811,0.0125517292012552,0.00458900966042472,0.0196230760047286,0.001953125,0.909090909090909,11,exact Wilcoxon signed-rank,"",0.00775971283783784,1,11
1,30,0.2,Other epithelial,MIF_CD74_CXCR4,interaction,MIF,MIF,CD74_CXCR4,0.00514741721926436,,,,,1,2,not estimable: <6 paired donors,"",,1,2
