dataset,platform,n_Healthy,n_Active_UC,mean_Healthy,SD_Healthy,median_Healthy,Q1_Healthy,Q3_Healthy,mean_Active_UC,SD_Active_UC,median_Active_UC,Q1_Active_UC,Q3_Active_UC,UC_minus_HC,Hedges_g,SE,CI_low,CI_high,P_value,test,direction
GSE87466,Affymetrix HT HG-U133+ PM,21,87,6.3288166666666665,0.209865978662574,6.365766666666667,6.167283333333333,6.444216666666666,6.463763601532566,0.22821696486569806,6.4698833333333345,6.306125,6.626575000000001,0.1349469348658996,0.5958569850467185,0.24655231419941506,0.11261444921586494,1.079099520877572,0.013957079539618824,two-sided Welch t-test on the pre-specified mean of six unambiguously GART-annotated log2 processed probes,UC > Healthy
