k,pooled_Hedges_g,SE_HK,CI_low,CI_high,P_value,Cochran_Q,Q_P,I2_percent,tau2_REML,HK_scale
4,0.743254551111811,0.1584927816793613,0.2388597836421904,1.2476493185814317,0.018331481339167767,2.6045793781308495,0.45668728829186933,0.0,0.0,0.8681931260436165
