"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"HALLMARK_ADIPOGENESIS",0.00137960400785421,0.00246357858545395,0.45505986738723,-0.388964664565049,-1.5965547775359,156,"STOM|MYLK|CCNG2|PFKFB3|ABCA1|RIOK3|IFNGR1|RNF11|NABP1|SOWAHC|SULT1A1|PPARG|ITSN1|TOB1|MGLL|BCL6|APOE|RETSAT|ACOX1|ARL4A|DNAJB9|GPD2|ADIPOR2|RREB1|TANK|PPP1R15B|PLIN2|ACAA2|ATP1B3|CMBL|ELMOD3|PPM1B|APLP2|UBC|BAZ2A|CHUK|AGPAT3|DHRS7|MGST3|TST|PDCD4|POR|GADD45A|EPHX2|PIM3|SSPN|MAP4K3|CRAT|DRAM2","Hallmark"
"HALLMARK_ALLOGRAFT_REJECTION",4.83542119498439e-06,1.42218270440717e-05,0.610526878385931,-0.511531665853121,-1.9880367191823,102,"IL1B|ACHE|CD79A|SRGN|EREG|PTPRC|GBP2|JAK2|BCL10|ICAM1|IFNGR1|IL18|LTB|IRF7|IL2RG|ICOSLG|IL15|NOS2|IFNAR2|ABI1|IL7|IFNGR2|CCL5|CXCR3|NCK1|ELF4|CTSS|TLR3|HLA-E|EGFR|EIF4G3|HLA-DOA|ETS1|HLA-DQA1|B2M|CDKN2A|GALNT1|CD7|LY75|ACVR2A|TIMP1|CD3D|TPD52|TAPBP|LYN|HIF1A|IL4R|BCL3","Hallmark"
"HALLMARK_ANDROGEN_RESPONSE",0.0020034464811921,0.00345421807102087,0.431707695803346,-0.44673385751029,-1.68525997201583,82,"HPGD|B4GALT1|TSC22D1|SLC26A2|INPP4B|SGK1|TMPRSS2|KRT19|KRT8|NDRG1|ZBTB10|SAT1|PMEPA1|DNAJB9|PTK2B|PDLIM5|ELL2|ZMIZ1|GPD1L|SLC38A2|ITGAV|ABHD2|B2M|PTPN21|IQGAP2|VAPA|NCOA4|MYL12A|TPD52|HERC3|UBE2J1|TMEM50A","Hallmark"
"HALLMARK_ANGIOGENESIS",0.000612564724874976,0.00113437912013884,0.477270815362862,-0.716386525223984,-1.93680780736636,17,"SLCO2A1|COL3A1|PDGFA|FSTL1|TNFRSF21|JAG1|S100A4|VEGFA","Hallmark"
"HALLMARK_APICAL_JUNCTION",8.44907306950211e-06,2.34696474152836e-05,0.593325476396405,-0.496589789063176,-1.93817016853484,107,"RHOF|COL17A1|LAMA3|B4GALT1|LAMB3|LAMC2|PTPRC|ICAM1|MSN|IRS1|PIK3R3|WASL|ITGA3|ITGB4|CDK8|ITGA2|ICAM2|VASP|CAP1|CDH3|BMP1|ZYX|CLDN4|EGFR|MAPK14|CTNNA1|RAC2|LIMA1|ACTB|SKAP2|ACTN4|BAIAP2|CDH1|TNFRSF11B|PIK3CB|ADAM9|VCL|ITGB1|GNAI1|PBX2|CRAT|NF1|DLG1|JUP|MDK|MYL12B|SRC|SHC1|ARPC2|MYH9|LDLRAP1|CRB3|PCDH1|CTNND1|PTEN|ACTG1","Hallmark"
"HALLMARK_APICAL_SURFACE",0.287603305785124,0.321489001692047,0.0995791200495904,-0.398229717540792,-1.1305455245865,21,"PLAUR|B4GALT1|HSPB1|IL2RG|ADIPOR2|ADAM10","Hallmark"
"HALLMARK_APOPTOSIS",1e-10,5e-10,NA,-0.584179933541764,-2.34187171462038,126,"EMP1|TIMP2|IL1B|ANXA1|HMOX1|CDKN1A|ISG20|BIRC3|EREG|BMP2|RARA|PPP2R5B|BCL10|IFNGR1|EGR3|IL18|IRF1|SMAD7|HSPB1|ATF3|TXNIP|BNIP3L|SAT1|GSN|CASP7|RETSAT|LGALS3|PMAIP1|BCL2L1|CASP8|XIAP|SQSTM1|MCL1|TNFSF10|DPYD|CYLD|RHOB|CTNNB1|BTG2|DDIT3|GADD45B|PPP3R1|IGF2R|PSEN1|CFLAR|CLU|CD14|PSEN2|ERBB2|CD69|IER3|GNA15|ERBB3|RNASEL|ROCK1|ADD1|CTH|PDCD4|GADD45A|VDAC2|SOD2|TIMP1","Hallmark"
"HALLMARK_BILE_ACID_METABOLISM",0.0860832137733142,0.111593546788347,0.181383128498408,-0.36522778239165,-1.3354229105154,70,"NR1I2|SULT2B1|ABCA1|PAOX|ATXN1|SULT1B1|SLC22A18|OPTN|BCAR3|EFHC1|RETSAT|ABCA5|NR3C2|PNPLA8|ABCD1|PEX26|ACSL5|HSD17B11|TFCP2L1|EPHX2|LONP2|CYP27A1|NUDT12|ABCD3|SLC27A2|PHYH","Hallmark"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0411221145968079,0.057114048051122,0.321775918075361,-0.414342681353001,-1.49541499594888,65,"ERRFI1|SEMA3B|PLAUR|PNRC1|CPEB2|ANTXR2|ATF3|PPARG|TP53INP1|NFIL3|LGALS3|JAG1|MAL2|LDLR|CTNNB1|CLU|ACSS2|ETHE1","Hallmark"
"HALLMARK_COAGULATION",1.94226409095623e-05,4.62443831180056e-05,0.575610261071129,-0.562187779138214,-2.02900660080983,65,"ANXA1|MEP1A|PRSS23|CTSE|F3|MAFF|THBS1|LRP1|MMP3|CFI|CPQ|HNF4A|GSN|FN1|GNG12|CAPN2|C1R|ITGA2|FURIN|BMP1|DUSP6|GDA|CLU|MMP15","Hallmark"
"HALLMARK_COMPLEMENT",1e-10,5e-10,NA,-0.597922373063773,-2.39671889969706,127,"TIMP2|DUSP5|CDA|PLAUR|CD55|CASP5|CD59|F3|MAFF|TNFAIP3|C4BPB|CPM|LRP1|PDP1|CASP10|JAK2|CA2|PPP2CB|IRF1|DOCK4|EHD1|IRF7|CTSD|CXCL1|DYRK2|CPQ|HNF4A|CASP7|LGALS3|FN1|SIRT6|C1R|PIM1|PRSS3|RHOG|CCL5|GPD2|CTSL|PIK3CA|CTSS|PCLO|DUSP6|COL4A2|PSEN1|CLU|PRKCD|MMP15","Hallmark"
"HALLMARK_DNA_REPAIR",0.00051064863928985,0.000982016614018942,0.477270815362862,0.457468325474441,2.06238306808035,139,"FEN1|POLA2|RFC3|RFC4|LIG1|RAD51|PCNA|PRIM1|TYMS|ZWINT|POLA1|RFC5|RPA2|RFC2|UMPS|DUT|POLD1|NME1|ALYREF|POLD3|RPA3|SAC3D1|POLR2G|DGCR8|RAE1|DDB2|CLP1|POLR2E|SSRP1|POLR1C|POLR2I|SF3A3|POLR2D|CSTF3|HPRT1|AAAS|CCNO|GTF3C5|NME4|MRPL40|IMPDH2|POLR2H|TARBP2|ITPA|APRT|ADA|SNAPC4|CETN2|NUDT21|RRM2B|TP53|BRF2|RBX1","Hallmark"
"HALLMARK_E2F_TARGETS",1e-10,5e-10,NA,0.798722321069872,3.71544018455054,195,"PLK4|POLA2|MCM2|RFC3|UBE2T|MCM6|MCM5|ASF1B|SPC25|ORC6|DSCC1|PSMC3IP|CENPM|LIG1|MCM7|TK1|RNASEH2A|DONSON|CDK1|PCNA|MCM3|DCLRE1B|HELLS|KIF2C|AURKB|BRCA1|RRM2|KIF18B|MYBL2|MAD2L1|MELK|BARD1|CHEK1|ATAD2|CDC25A|TIPIN|CDCA3|DNMT1|TCF19|KIF4A|GINS3|TIMELESS|CTPS1|CDKN2C|GINS4|E2F8|DLGAP5|RPA2|UNG|TRIP13|CDC20|RFC2|NOLC1|LMNB1|HMGB2|ESPL1|MCM4|CSE1L|CDKN3|MSH2|CCNE1|PAICS|DUT|NOP56|RAD51AP1|CDK4|POLD1|NME1|NASP|PRIM2|EXOSC8|RANBP1|STMN1|TUBB|CDCA8|PLK1|POLD3|TACC3|UBE2S|RPA3|RAD51C|EZH2|KPNA2|RACGAP1|BUB1B|DIAPH3|BIRC5|SUV39H1|USP1|PTTG1|LYAR|PA2G4|DEPDC1|BRCA2|NCAPD2|PRPS1|CHEK2|MMS22L|SLBP|TUBG1|POLD2|MLH1|CKS1B|SPC24|PRKDC|CCNB2|HNRNPD|CKS2|NUP107|CIT|RAN|RAD1|SHMT1|ZW10|TOP2A|PSIP1|MXD3|DDX39A|HMMR|SNRPB|MKI67|TMPO|HMGB3|SMC4|EIF2S1|DCTPP1|EED|RBBP7|SMC3|RPA1|PRDX4|WDR90|SSRP1|RFC1|PHF5A|NAP1L1|CBX5|KIF22|HMGA1","Hallmark"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1e-10,5e-10,NA,-0.640788938040616,-2.43841372073839,87,"SERPINE2|TGM2|ANPEP|PLAUR|LAMA3|SLC6A8|COL3A1|DST|MYLK|LAMC2|PMP22|LGALS1|CD59|THBS1|TNFAIP3|FSTL1|LRP1|NNMT|PLOD2|VIM|DAB2|MMP3|CXCL1|SAT1|QSOX1|EMP3|IL15|SDC4|FN1|PMEPA1|TAGLN|ACTA2|ITGA2|VEGFA|RHOB|IL32|ID2|BMP1|GADD45B|COL4A2","Hallmark"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",6.82690723821774e-05,0.000142227234129536,0.538434096309916,-0.437926062346953,-1.78426979403727,143,"TGM2|SEMA3B|RHOD|B4GALT1|TFF1|SULT2B1|PRSS23|KCNK5|CLIC3|SLC26A2|RARA|JAK2|TIPARP|P2RY2|EGR3|KLF4|MYOF|KRT19|SLC2A1|KRT15|KRT8|FLNB|TOB1|BHLHE40|TJP3|ADD3|PMAIP1|MAST4|CA12|SLC1A1|RPS6KA2|UGCG|SNX24|FHL2|OPN3|SLC22A5|INPP5F|IL6ST|FRK|KLF10|ENDOD1|RAPGEFL1|TTC39A|MED13L|SCNN1A|ABHD2|KAZN|SVIL|DHRS3","Hallmark"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.032373086305996,0.0462472661514229,0.321775918075361,-0.339006430183115,-1.384094370063,146,"SEMA3B|ISG20|TFF1|SULT2B1|LAMC2|PRSS23|KCNK5|CLIC3|SLC26A2|CYP4F11|TRIM29|SGK1|JAK2|TPSAB1|CA2|EGR3|KLF4|MYOF|KRT19|FLNB|ATP2B4|FGFR3|TOB1|TJP3|ZFP36|ADD3|CA12|PERP|RPS6KA2|OPN3|SLC22A5|UGDH|ASS1|IL6ST|FRK|ID2","Hallmark"
"HALLMARK_FATTY_ACID_METABOLISM",0.130026809651475,0.158569280062774,0.139599673451922,-0.305077386348557,-1.22338288965632,130,"CA4|FABP1|HPGD|VNN1|GABARAPL1|TP53INP2|LGALS1|CA2|MGLL|RETSAT|ACOX1|CPT1A|GPD2|SLC22A5|UGDH|ADIPOR2","Hallmark"
"HALLMARK_G2M_CHECKPOINT",1e-10,5e-10,NA,0.699589910956419,3.21020769996247,181,"CDC45|PLK4|POLA2|E2F1|MCM2|CDC7|GINS2|CDC6|MCM6|RAD54L|MCM5|ORC6|FBXO5|BUB1|CDK1|MCM3|KIF2C|AURKB|CHAF1A|MYBL2|MAD2L1|BARD1|CHEK1|CDC25A|DTYMK|KIF4A|CDKN2C|EXO1|RPA2|PBK|UBE2C|CDC20|KIF23|NOLC1|LMNB1|RBL1|ESPL1|CDKN3|KIF11|SAP30|CCNA2|NUSAP1|PRC1|CDK4|NDC80|TTK|STIL|NASP|PRIM2|FANCC|STMN1|PLK1|KIF20B|TACC3|UBE2S|EZH2|KIF15|KPNA2|RACGAP1|POLQ|BIRC5|TROAP|SUV39H1|NEK2|PTTG1|BRCA2|E2F2|TPX2|CKS1B|SMC2|CCNB2|HNRNPD|CKS2|TOP2A|HIRA|DDX39A|TFDP1|HMMR|MKI67|SNRPD1|TRAIP|TMPO|HMGB3|DBF4|SMC4|BUB3|DKC1","Hallmark"
"HALLMARK_GLYCOLYSIS",0.424479166666667,0.442165798611111,0.0656813601934011,-0.24867244308,-1.02070756860358,156,"TGFA|EGLN3|ISG20|B4GALT1|MXI1|HK2|PLOD2|SLC16A3|PPP2CB|DSC2|ALDOB|CXCR4|QSOX1|DDIT4|UGP2|IRS2|GAL3ST1|VEGFA|GLRX|PC|ZNF292|CITED2|EGFR|P4HA1|EXT1","Hallmark"
"HALLMARK_HEDGEHOG_SIGNALING",0.289340101522843,0.321489001692047,0.100633389423036,-0.438426863207473,-1.14316969881326,15,"ACHE|SHH|VEGFA|TLE3|PML|NF1|TLE1|MYH9|AMOT|ETS2","Hallmark"
"HALLMARK_HEME_METABOLISM",8.38418723580482e-08,3.22468739838647e-07,0.704975715167238,-0.500928405731982,-2.05280979086567,149,"CA1|GYPC|SLC6A8|MXI1|CTSE|SLC6A9|RNF19A|RIOK3|PPP2R5B|SLC7A11|CA2|BACH1|OPTN|YPEL5|PDZK1IP1|SLC2A1|IGSF3|BNIP3L|PICALM|KLF3|AGPAT4|NUDT4|MAP2K3|LRP10|CAST|ELL2|ATP6V0A1|SMOX|ERMAP|KAT2B|NFE2L1|SDCBP|TOP1|BTG2|SLC10A3|PC|ENDOD1|TFDP2|MKRN1|ARHGEF12|CLCN3|ATG4A|MOSPD1|SLC30A1|FOXO3|GDE1|SEC14L1|RANBP10|DCUN1D1|NEK7|SELENBP1|LPIN2|NCOA4|MGST3|ADD1|MBOAT2|DCAF11|DAAM1|FBXO34|CCDC28A|ALDH1L1|TRIM58|TNRC6B|HTATIP2|SYNJ1|XK|SLC25A37","Hallmark"
"HALLMARK_HYPOXIA",1e-10,5e-10,NA,-0.629606604612198,-2.54064174239026,139,"TGM2|ERRFI1|HMOX1|PLAC8|CDKN1A|PLAUR|ISG20|ADM|MXI1|HK2|SULT2B1|CCNG2|SLC2A3|F3|MAFF|TNFAIP3|PNRC1|PFKFB3|HS3ST1|PPARGC1A|TIPARP|PPP1R15A|PDK1|KLF6|SLC2A1|WSB1|ALDOB|ATF3|CXCR4|NDRG1|GCNT2|BNIP3L|DUSP1|IDS|FOSL2|BTG1|DDIT4|BHLHE40|ZFP36|NFIL3|TPST2|SDC4|CA12|S100A4|UGP2|PIM1|EFNA1|IRS2|VEGFA|GLRX|SLC6A6|TES|PLIN2|ZNF292|DDIT3|CITED2|EGFR|P4HA1|EXT1|PFKP|KDM3A|FOXO3|AMPD3|ETS1|KLHL24|PCK1|NDST1|SELENBP1|IER3|HK1","Hallmark"
"HALLMARK_IL2_STAT5_SIGNALING",3.32207776350969e-06,1.03814930109678e-05,0.627256739718528,-0.485577123769611,-1.9426996678259,128,"EMP1|TGM2|MXD1|GABARAPL1|SMPDL3A|HK2|PLEC|SLC2A3|MAFF|BMP2|IFNGR1|CA2|TNFRSF21|KLF6|LTB|SNX9|RHOH|ST3GAL4|NDRG1|AHNAK|BHLHE40|NFIL3|BCL2L1|ARL4A|TTC39B|SH3BGRL2|SWAP70|IRF6|PIM1|MAP3K8|TNFSF10|BMPR2|PHLDA1|RHOB|RABGAP1L|SCN9A|FURIN|PLIN2|GADD45B|ANXA4|IGF2R|NCOA3|P4HA1|CDCP1|CDC42SE2|ITGAV|ITGA6|MYO1E|DHRS3|MYO1C|MUC1|NFKBIZ|COCH|GBP4|SERPINB6","Hallmark"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",2.26031566484487e-05,5.13708105646562e-05,0.575610261071129,-0.588909846614593,-2.06187296587716,53,"IL1B|HMOX1|IFNGR1|SOCS3|IRF1|TNFRSF21|LTB|CXCL1|IL2RG|IL10RB|BAK1|IRF9|ACVRL1|IL7|MYD88|PIM1|MAP3K8|TNFRSF1A|IFNGR2|IL6ST|STAT3|STAM2|CD14","Hallmark"
"HALLMARK_INFLAMMATORY_RESPONSE",1e-10,5e-10,NA,-0.60681264253094,-2.35957437900238,101,"IL1B|MXD1|MEP1A|CDKN1A|PLAUR|CD55|ADM|EREG|F3|CCL20|RGS1|HBEGF|ABCA1|ICAM1|P2RY2|IL18|IRF1|EDN1|TNFSF15|KLF6|IRF7|NFKBIA|HRH1|SLC4A4|EMP3|ICOSLG|IL15|ABI1|LDLR|RHOG|IFNGR2|TNFSF10|CCL5|ATP2B1|PDE4B|TLR3|BTG2|FZD5|PSEN1|CD14|CD69|MMP14|CXCL11|SGMS2|GNA15|ACVR2A|CCRL2|MET|CD82|TIMP1|LPAR1","Hallmark"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",9.14732569683635e-06,2.40719097285167e-05,0.593325476396405,-0.530361794799886,-2.01803441968021,86,"IFIT2|OASL|BATF2|ISG20|SAMD9|ISG15|SAMD9L|GBP2|OAS1|IRF1|MX1|IRF7|DDX60|TXNIP|IL15|SP110|IRF9|CASP8|IL7|IFI27|CMPK2|NCOA7|HELZ2|IFIT3|EPSTI1|TRAFD1|IFI44|LPAR6|B2M|PARP12|CXCL11|UBA7|GBP4|CCRL2|PLSCR1|PARP9|IRF2|ELF1|TDRD7|IL4R|TRIM25|PARP14|IFI35|MOV10|STAT2|TRIM5|NUB1|OGFR","Hallmark"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",3.36202925217647e-10,1.52819511462567e-09,0.814035837847908,-0.533113443622701,-2.18481370573643,153,"ZBP1|TNFAIP2|IFIT2|OASL|CDKN1A|BATF2|ISG20|ISG15|SAMD9L|TNFAIP3|VAMP5|JAK2|ICAM1|SOCS3|SPPL2A|UPP1|XAF1|IRF1|MX1|IRF7|DDX60|TXNIP|NFKBIA|BTG1|CASP7|IL15|SP110|IFNAR2|ARL4A|IRF9|CASP8|RNF213|IL7|MYD88|C1R|PELI1|PIM1|IFI27|TNFSF10|CCL5|CMPK2|HELZ2|PDE4B|EIF4E3|IFIT3|EPSTI1|TRAFD1|VAMP8|STAT3|ZNFX1|APOL6|NCOA3|IFI44|PFKP|RIPK1|HLA-DQA1|MVP|B2M|CD69|PARP12|CXCL11","Hallmark"
"HALLMARK_KRAS_SIGNALING_DN",0.000506449793204352,0.000982016614018942,0.477270815362862,-0.544035577809725,-1.87959490117954,50,"TFF2|AKR1B10|SYNPO|SGK1|UGT2B17|SLC6A14|EDN1|GPRC5C|MX1|KRT15|SKIL|MAST3|FGFR3|MTHFR|THRB|MAGIX|HSD11B2|ENTPD7|BTG2","Hallmark"
"HALLMARK_KRAS_SIGNALING_UP",1e-10,5e-10,NA,-0.613008538516088,-2.39338539195083,105,"EMP1|IL1B|PRDM1|GYPC|SEMA3B|PLAUR|CD37|MALL|BIRC3|HKDC1|EREG|CCL20|TNFAIP3|HBEGF|BMP2|TSPAN1|CA2|PPP1R15A|TRIB1|KLF4|CXCR4|F2RL1|IL2RG|SLPI|ADAM17|TMEM176A|LAPTM5|ITGA2|RABGAP1L|GLRX|CTSS|ID2|RBM4|DUSP6|MAFB|TOR1AIP2|PIGR|TMEM176B|ACE|ETS1|FUCA1","Hallmark"
"HALLMARK_MITOTIC_SPINDLE",0.124801849456737,0.156002311820922,0.287805130535564,0.297242501565331,1.3692686557896,182,"FBXO5|BUB1|CDK1|KIF2C|KIF4A|DLGAP5|GEMIN4|KNTC1|CENPJ|KIF23|LMNB1|ESPL1|KIF11|NUSAP1|PRC1|NDC80|TTK|PLK1|KIF20B|KIF15|RACGAP1|BIRC5|NEK2|BRCA2|ARAP3|TPX2|SAC3D1|CCNB2|ANLN|TOP2A|KATNB1|SASS6|TBCD|CEP250|SMC4|SMC3|CNTROB|TUBGCP6|ECT2|RFC1|KPTN","Hallmark"
"HALLMARK_MTORC1_SIGNALING",0.0870429664949104,0.111593546788347,0.287805130535564,0.266997310634977,1.22981324562032,183,"MCM2|BUB1|RRM2|CDC25A|UNG|TMEM97|PSAT1|MCM4|POLR3G|PLK1|PSMG1|EEF1E1|STIP1|HMBS|DHFR|SLC1A4|PNO1|SHMT2|TUBG1|PHGDH|FADS2|GGA2|SDF2L1|CACYBP|DDX39A|HSPD1|TOMM40|GMPS|RPA1|ASNS|CCNF|HPRT1|CCT6A|FADS1|HSPE1|AURKA|PSMB5|IFI30|NUFIP1|GOT1|QDPR|SLC1A5|PSMD14|ENO1|HSPA9|PSMA3|UCHL5|NUP205|DHCR7|ACLY|TUBA4A|EIF2S2|ACACA","Hallmark"
"HALLMARK_MYC_TARGETS_V1",1e-10,5e-10,NA,0.642204148114386,2.98186736175158,193,"CDC45|MCM2|MCM6|RFC4|MCM5|MCM7|PCNA|TYMS|RRM1|MAD2L1|CAD|CTPS1|CDK2|CDC20|NOLC1|MCM4|CCNA2|DUT|NOP56|CDK4|NME1|SRM|RANBP1|KPNA2|C1QBP|EIF3B|USP1|PA2G4|RUVBL2|POLD2|HNRNPD|RAN|ILF2|TFDP1|PSMA2|HSPD1|EXOSC7|TRIM28|SSB|SNRPA1|SNRPD1|PSMA6|GNL3|NHP2|EIF2S1|BUB3|CCT7|SRSF7|NOP16|NPM1|LSM2|PRDX4|FBL|HDAC2|XPOT|PPM1G|CBX3|NAP1L1|POLE3|SNRPA|GOT2|PRPS2|CCT2|CCT5|SSBP1|PSMB2|CCT4|HPRT1|SYNCRIP|PSMB3|DEK|U2AF1|NDUFAB1|KPNB1|HSPE1|PRPF31|SF3B3|HNRNPR|APEX1|PSMD7|PSMD14|RPS10|AIMP2|CSTF2|MRPL9|XRCC6|LSM7|SNRPG|ABCE1|NCBP1|PRDX3|SNRPD3|RPS2|PHB2|IMPDH2|PABPC4|EIF2S2|TXNL4A|CYC1|DDX18|CCT3|ERH|PWP1|HNRNPA2B1|RPS3|HSP90AB1|RRP9|PPIA|SERBP1|HNRNPA3|SRSF3|MRPS18B|TARDBP|G3BP1|SET|HNRNPC|SMARCC1|CNBP|TCP1|UBA2|PTGES3","Hallmark"
"HALLMARK_MYC_TARGETS_V2",8.49412478807043e-07,3.03361599573944e-06,0.659444398037935,0.723834761170913,2.78241996968493,57,"PLK4|MCM5|IPO4|UNG|TMEM97|NOLC1|TCOF1|MCM4|NOP56|CDK4|BYSL|SRM|PLK1|RCL1|PA2G4|MRTO4|LAS1L|EXOSC5|PPAN|HSPD1|NOC4L|MYBBP1A|PUS1|RRP12|GNL3|NDUFAF4|PPRC1|SUPV3L1|SLC29A2|NOP16|DCTPP1|NPM1|UTP20|CBX3|SLC19A1|WDR74|HSPE1|IMP4|AIMP2|PRMT3|FARSA|GRWD1|NOP2|DDX18|MPHOSPH10|TFB2M|PES1","Hallmark"
"HALLMARK_MYOGENESIS",6.56623873204942e-05,0.000142227234129536,0.538434096309916,-0.495995225636736,-1.88742578377139,87,"ACHE|MAPRE3|CDKN1A|SLC6A8|COL3A1|MYLK|HBEGF|LSP1|HDAC5|RIT1|MEF2D|PDLIM7|IFRD1|GSN|BHLHE40|TAGLN|ITGB4|FKBP1B|DAPK2|PC|FOXO4|GADD45B|COL4A2|CLU|CKB|LPIN1|PSEN2|SVIL|MEF2A|MYO1C|ERBB3|IGFBP7|CHRNB1|NQO1|SSPN|ITGB5|ITGB1|GABARAPL2|CRAT|AK1|ADCY9|MYH9|PLXNB2|OCEL1|AGL|TPM3","Hallmark"
"HALLMARK_NOTCH_SIGNALING",0.524547803617571,0.535252860834256,0.0905428948469474,0.298179779623912,0.950665968554843,25,"DLL1|SAP30|KAT2A","Hallmark"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.267676767676768,0.311252055438102,0.193813302725311,0.229960061203581,1.05521756045673,181,"LDHB|HTRA2|TIMM50|NDUFV2|TIMM10|SUPV3L1|TIMM13|MRPL11|GOT2|NDUFA7|GRPEL1|MDH1|IDH2|NDUFAB1|MRPS12|FXN|SLC25A11|ECI1|LRPPRC|MRPL15|HSPA9|PDHB|ECHS1|TIMM17A|PRDX3|PHB2|FH|MRPS15|CYC1|IDH3B|NDUFS8|NDUFA9|MRPL34|OAT|SLC25A4|AFG3L2|NDUFS2|HSD17B10|BAX|GPX4|MRPS22|HCCS|NDUFS7|NQO2|MRPS11|UQCRFS1|PDHA1|ATP6V0B|AIFM1|PMPCA|ETFB|SUCLG1|UQCRC1|TOMM22|NDUFB8|NDUFV1|ECH1|POLR2F|CYB5A|IMMT|OXA1L|MDH2|MRPS30|MFN2|ACADSB|NDUFS1|COX11|NDUFA6|NDUFB6|NDUFS3|TIMM8B|SDHB|VDAC3|TIMM9|ISCU|ACAT1","Hallmark"
"HALLMARK_P53_PATHWAY",6.85457523904285e-09,2.85607301626785e-08,0.761460801445585,-0.504210233121151,-2.10292927455229,167,"CDKN2B|STOM|HMOX1|TM4SF1|MXD1|CDKN1A|TGFA|EPHA2|TSC22D1|DGKA|PDGFA|HBEGF|BMP2|SLC7A11|ABHD4|UPP1|PPP1R15A|SERTAD3|RAP2B|ABCC5|KLF4|OSGIN1|RALGDS|ATF3|TXNIP|NDRG1|RNF19B|CTSD|SAT1|TOB1|BTG1|DDIT4|SLC35D1|BAK1|TAX1BP3|RETSAT|PLK3|PITPNC1|S100A4|PERP|TCN2|ITGB4|SERPINB5|HEXIM1|BTG2|TRAFD1|VAMP8|DDIT3|VDR|SP1|TSPYL2|FOXO3|WWP1|APAF1|FUCA1|CDKN2A|ZFP36L1|ANKRA2|PLK2|IER3|BAIAP2|KIF13B|EPS8L2|S100A10|GADD45A|CD82|TRAF4|FOS|DRAM1|MDM2|CDKN2AIP|ST14|SDC1|AK1","Hallmark"
"HALLMARK_PANCREAS_BETA_CELLS",0.0264775954538627,0.040117568869489,0.352487857583619,0.576178076029312,1.6447957823509,16,"CHGA|PCSK1|STXBP1|FOXA2|SRPRB","Hallmark"
"HALLMARK_PEROXISOME",0.262068965517241,0.311252055438102,0.0943563635421779,-0.294340950358703,-1.11648453719193,85,"NR1I2|SULT2B1|ATXN1|BCL10|UGT2B17|ABCC5|SEMA3C|RETSAT|ACOX1|HSD11B2|STS|ABCD1|MVP|ACSL5|DHRS3|HSD17B11|ACAA1|EHHADH|EPHX2|SOD2|CRAT|LONP2|ACOT8|CLN8|ABCD3|SLC27A2|PEX14|VPS4B|SCP2","Hallmark"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0286276264885198,0.0420994507184114,0.352487857583619,-0.386487833233027,-1.47059188255851,86,"CDKN1A|DAPP1|RALB|RIT1|PDK1|SLC2A1|CXCR4|PIK3R3|IL2RG|VAV3|MYD88|CAB39|MAP2K3|SQSTM1|TNFRSF1A|NCK1|MAPK8|DDIT3|DUSP3|EGFR|MAP2K6|ACTR3|RIPK1|ITPR2","Hallmark"
"HALLMARK_PROTEIN_SECRETION",0.016934725549914,0.0264605086717407,0.352487857583619,-0.394723859000815,-1.51375273466854,93,"DST|ABCA1|BNIP3|TSPAN8|STX12|RAB5A|ARFGAP3|CAV2|RAB9A|IGF2R|CLCN3|EGFR|RAB14|SNAP23|ADAM10|STX7|RAB22A|GALC|SCRN1|AP1G1|ARFIP1|SEC31A|SSPN|TPD52|GOLGA4|ATP7A|NAPG|LAMP2|VAMP3|VPS4B|ARFGEF1|RPS6KA3|CD63|YIPF6|SCAMP1|CLTC|ICA1|STAM|KRT18|ATP6V1H|ARCN1|SEC22B|KIF1B|AP3B1|AP3S1|AP2M1|DNM1L|ATP1A1|ARFGEF2","Hallmark"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.629746835443038,0.629746835443038,0.0561766586307176,-0.273836764794702,-0.899307718686814,41,"LSP1|GLRX|JUNB|SBNO2|PFKP|NQO1|PRDX6|TXNRD1|PDLIM1|SOD2","Hallmark"
"HALLMARK_SPERMATOGENESIS",0.00328425752558622,0.00547376254264369,0.431707695803346,0.494106090126789,1.93370525615373,61,"RFC4|BUB1|CDK1|KIF2C|HSPA4L|NCAPH|PARP2|CDKN3|TTK|PSMG1|EZH2|NPHP1|NEK2|CCNB2|YBX2|DBF4|RPL39L|IP6K1","Hallmark"
"HALLMARK_TGF_BETA_SIGNALING",1.95658068537393e-06,6.52193561791309e-06,0.627256739718528,-0.646557273966386,-2.21314956462802,46,"THBS1|BMP2|ACVR1|ID1|PPP1R15A|SMAD7|SMURF1|SKIL|BCAR3|PMEPA1|XIAP|IFNGR2|BMPR2|SMAD3|SMURF2|CTNNB1|KLF10|ID2|FURIN|PPM1A|JUNB|SPTBN1|ARID4B|ID3|CDH1","Hallmark"
