"marker_group","gene","epithelial_state","n_cells","average_expression","percent_expressed","avg_exp_scaled"
"Goblet / secretory","TFF3","Regenerative epithelial cells",9570,2.18393929821837,89.1013584117032,0.341376254532914
"Goblet / secretory","TFF3","Stem/ISC-like epithelial cells",9306,2.39199048891996,93.993122716527,0.559212169283927
"Goblet / secretory","TFF3","TA / proliferating cells",696,0.254863595640905,20.9770114942529,-1.67842458812434
"Goblet / secretory","TFF3","BEST4+ epithelial cells",2838,1.72286018266072,74.031007751938,-0.141387581479682
"Goblet / secretory","TFF3","Rare epithelial cells",1821,2.10627526685876,68.8083470620538,0.260059655202619
"Goblet / secretory","TFF3","Low-confidence / other epithelial",7025,1.4302916337227,49.4519572953737,-0.447715736922462
"Goblet / secretory","FCGBP","Absorptive epithelial cells",65675,0.697202754870613,33.7480015226494,-0.035836043812469
"Goblet / secretory","FCGBP","Goblet cells",36188,1.91103334841648,66.9033933900741,2.07318793062705
"Goblet / secretory","FCGBP","Regenerative epithelial cells",9570,0.835071797690874,58.098223615465,0.203710659151705
"Goblet / secretory","FCGBP","Stem/ISC-like epithelial cells",9306,1.0504115226727,65.6780571674189,0.577862245914067
"Goblet / secretory","FCGBP","TA / proliferating cells",696,0.0803766935636613,8.76436781609195,-1.1075679298537
"Goblet / secretory","FCGBP","BEST4+ epithelial cells",2838,0.504150742617225,35.6589147286822,-0.371262852397684
"Goblet / secretory","FCGBP","Rare epithelial cells",1821,0.230270153948463,11.2575507962658,-0.847128867562674
"Goblet / secretory","FCGBP","Low-confidence / other epithelial",7025,0.434106037438567,17.5800711743772,-0.492965142066291
"Goblet / secretory","SPINK4","Absorptive epithelial cells",65675,0.131709733911278,6.69508945565284,-0.699168614919885
"Goblet / secretory","SPINK4","Goblet cells",36188,1.23995950629774,43.7106223057367,1.78908121751774
"Goblet / secretory","SPINK4","Regenerative epithelial cells",9570,0.372955774926359,28.4117032392894,-0.157521383322088
"Goblet / secretory","SPINK4","Stem/ISC-like epithelial cells",9306,1.02647993898841,57.8981302385558,1.3097754591755
"Goblet / secretory","SPINK4","TA / proliferating cells",696,0.12714442054988,10.9195402298851,-0.709418687141476
"Goblet / secretory","SPINK4","BEST4+ epithelial cells",2838,0.0577859188806397,5.77871740662438,-0.86514286093037
"Goblet / secretory","SPINK4","Rare epithelial cells",1821,0.1971498703396,9.22570016474465,-0.552241981087304
"Goblet / secretory","SPINK4","Low-confidence / other epithelial",7025,0.391732769365923,14.9039145907473,-0.11536314929212
"Goblet / secretory","CLCA1","Absorptive epithelial cells",65675,0.106914235498861,6.50932622763609,-0.516226032764323
"Goblet / secretory","CLCA1","Goblet cells",36188,1.06336178602205,42.7987178070078,2.17532298178481
"Goblet / secretory","CLCA1","Regenerative epithelial cells",9570,0.522168084553846,36.1337513061651,0.652344149260087
"Goblet / secretory","CLCA1","Stem/ISC-like epithelial cells",9306,0.344558166360122,28.9598108747045,0.15253022843717
"Goblet / secretory","CLCA1","TA / proliferating cells",696,0.0285958823274558,3.30459770114943,-0.736622526209571
"Goblet / secretory","CLCA1","BEST4+ epithelial cells",2838,0.0586863264133022,6.09584214235377,-0.651944694077215
"Goblet / secretory","CLCA1","Rare epithelial cells",1821,0.0786070853541538,4.44810543657331,-0.595885478841637
"Goblet / secretory","CLCA1","Low-confidence / other epithelial",7025,0.119958288412596,5.05338078291815,-0.479518627589323
"BEST4+","BEST4","Absorptive epithelial cells",65675,0.0140408743879518,1.01865245527217,-0.351074006098552
"BEST4+","BEST4","Goblet cells",36188,0.0135998876903696,1.3070631148447,-0.351664823537612
"BEST4+","BEST4","Regenerative epithelial cells",9570,0.0180230394059701,3.67816091954023,-0.345738850750876
"BEST4+","BEST4","Stem/ISC-like epithelial cells",9306,0.0285316193082806,3.3096926713948,-0.331659849501906
"BEST4+","BEST4","TA / proliferating cells",696,0,0,-0.369885443027451
"BEST4+","BEST4","BEST4+ epithelial cells",2838,2.12319881098867,80.5496828752643,2.47469669743378
"BEST4+","BEST4","Rare epithelial cells",1821,0.00853932525728799,0.768808347062054,-0.358444775298761
"BEST4+","BEST4","Low-confidence / other epithelial",7025,0.00272921045128938,0.185053380782918,-0.36622894921862
"BEST4+","OTOP2","Absorptive epithelial cells",65675,0.0119770351445014,0.969927674153026,-0.342030339947988
"BEST4+","OTOP2","Goblet cells",36188,0.008547457652303,0.848347518514425,-0.348048824783231
"BEST4+","OTOP2","Regenerative epithelial cells",9570,0.00933653414787617,2.30929989550679,-0.346664093009927
"BEST4+","OTOP2","Stem/ISC-like epithelial cells",9306,0.00477312398586695,0.591016548463357,-0.354672314115741
"BEST4+","OTOP2","TA / proliferating cells",696,0,0,-0.363048557075995
"BEST4+","OTOP2","BEST4+ epithelial cells",2838,1.61712266310136,67.3009161381254,2.47480194979916
"BEST4+","OTOP2","Rare epithelial cells",1821,0.00328187960331431,0.274574409665019,-0.357289263790285
"BEST4+","OTOP2","Low-confidence / other epithelial",7025,0,0,-0.363048557075995
"BEST4+","CA7","Absorptive epithelial cells",65675,0.0281347923643602,1.89265321659688,-0.381752290948016
"BEST4+","CA7","Goblet cells",36188,0.0326540786876925,2.84624737482038,-0.376336810748532
"BEST4+","CA7","Regenerative epithelial cells",9570,0.0657952460574605,8.65203761755486,-0.336623607636754
"BEST4+","CA7","Stem/ISC-like epithelial cells",9306,0.102963384775397,7.27487642381259,-0.292084867473405
"BEST4+","CA7","TA / proliferating cells",696,0,0,-0.415466333401836
"BEST4+","CA7","BEST4+ epithelial cells",2838,2.40878264460024,86.5045806906272,2.47098824889504
"BEST4+","CA7","Rare epithelial cells",1821,0.132365108129272,5.82097748489841,-0.256852656176772
"BEST4+","CA7","Low-confidence / other epithelial",7025,0.00299978137033843,0.185053380782918,-0.41187168250973
"BEST4+","GUCA2B","Absorptive epithelial cells",65675,0.73584490818914,27.0239817282071,0.599820100704322
"BEST4+","GUCA2B","Goblet cells",36188,0.145990735395749,10.5338786338013,-0.328355965485338
"BEST4+","GUCA2B","Regenerative epithelial cells",9570,0.0522060928612364,11.7136886102403,-0.475932543886823
"BEST4+","GUCA2B","Stem/ISC-like epithelial cells",9306,0.0469383039166435,5.72748764238126,-0.484221771708938
"BEST4+","GUCA2B","TA / proliferating cells",696,0,0,-0.55808241776768
"BEST4+","GUCA2B","BEST4+ epithelial cells",2838,1.80653788393974,49.0133897110641,2.28462905886217
"BEST4+","GUCA2B","Rare epithelial cells",1821,0.0442456055847089,2.41625480505217,-0.488458917533192
"BEST4+","GUCA2B","Low-confidence / other epithelial",7025,0.00551922172923134,0.284697508896797,-0.549397543184516
"Rare epithelial","CHGA","Absorptive epithelial cells",65675,0.0141267596935759,0.790255043776171,-0.349933030591247
"Rare epithelial","CHGA","Goblet cells",36188,0.0153766287145689,1.24350613463026,-0.346341242674286
"Rare epithelial","CHGA","Regenerative epithelial cells",9570,0.0167967161221213,3.43782654127482,-0.342260292826098
"Rare epithelial","CHGA","Stem/ISC-like epithelial cells",9306,0.0219594000602759,2.8153879217709,-0.327424125614417
"Rare epithelial","CHGA","TA / proliferating cells",696,0.00699840201655411,1.14942528735632,-0.370418016251394
"Rare epithelial","CHGA","BEST4+ epithelial cells",2838,0.00448664073741149,0.458069062720226,-0.377636143640093
"Rare epithelial","CHGA","Rare epithelial cells",1821,0.996991929668755,23.6133992311917,2.47455752179805
"Rare epithelial","CHGA","Low-confidence / other epithelial",7025,0.01043412529639,0.512455516014235,-0.360544670200516
"Rare epithelial","CHGB","Absorptive epithelial cells",65675,0.00403429410170282,0.359345260753711,-0.351991662235614
"Rare epithelial","CHGB","Goblet cells",36188,0.00456697922605896,0.607936332485907,-0.347440338441878
"Rare epithelial","CHGB","Regenerative epithelial cells",9570,0.00351157341845686,0.762800417972832,-0.356457848683022
"Rare epithelial","CHGB","Stem/ISC-like epithelial cells",9306,0.005565823819381,1.06382978723404,-0.338906093808473
"Rare epithelial","CHGB","TA / proliferating cells",696,0,0,-0.386461141288932
"Rare epithelial","CHGB","BEST4+ epithelial cells",2838,0.0050129284180162,0.563777307963354,-0.343630096564736
"Rare epithelial","CHGB","Rare epithelial cells",1821,0.334859310429803,14.552443712246,2.47461583914163
"Rare epithelial","CHGB","Low-confidence / other epithelial",7025,0.00429915520232384,0.256227758007117,-0.349728658118973
"Rare epithelial","TRPM5","Absorptive epithelial cells",65675,0.00210064603387112,0.141606395127522,-0.357067902281142
"Rare epithelial","TRPM5","Goblet cells",36188,0.0034015035895729,0.505692494749641,-0.353287534244505
"Rare epithelial","TRPM5","Regenerative epithelial cells",9570,0.00563858171688823,1.35841170323929,-0.346786454544507
"Rare epithelial","TRPM5","Stem/ISC-like epithelial cells",9306,0.00660865166951242,1.40769396088545,-0.343967374602873
"Rare epithelial","TRPM5","TA / proliferating cells",696,0,0,-0.363172502348941
"Rare epithelial","TRPM5","BEST4+ epithelial cells",2838,0.00280684478320888,0.246652572233968,-0.355015647468301
"Rare epithelial","TRPM5","Rare epithelial cells",1821,0.976581291948705,34.6512904997254,2.47482977167294
"Rare epithelial","TRPM5","Low-confidence / other epithelial",7025,0.00262904081579987,0.156583629893238,-0.355532356182667
"Rare epithelial","POU2F3","Absorptive epithelial cells",65675,0.0020772366067934,0.164446136277122,-0.352089266945366
"Rare epithelial","POU2F3","Goblet cells",36188,0.00209279424596056,0.270808002652813,-0.351971194087352
"Rare epithelial","POU2F3","Regenerative epithelial cells",9570,0.00438994952626467,0.762800417972832,-0.334537206428044
"Rare epithelial","POU2F3","Stem/ISC-like epithelial cells",9306,0.00272057155294445,0.601762303889964,-0.347206752642496
"Rare epithelial","POU2F3","TA / proliferating cells",696,0,0,-0.367854207904649
"Rare epithelial","POU2F3","BEST4+ epithelial cells",2838,0.000663650052421843,0.105708245243129,-0.362817514511205
"Rare epithelial","POU2F3","Rare epithelial cells",1821,0.374549735647302,16.1998901702361,2.47474660583212
"Rare epithelial","POU2F3","Low-confidence / other epithelial",7025,0.00126278335880397,0.099644128113879,-0.358270463313011
"Rare epithelial","NEUROD1","Absorptive epithelial cells",65675,0.00318720034701694,0.27255424438523,-0.351732442420991
"Rare epithelial","NEUROD1","Goblet cells",36188,0.00444811718930147,0.572012821929922,-0.336364309943582
"Rare epithelial","NEUROD1","Regenerative epithelial cells",9570,0.00501446190087106,1.06583072100313,-0.329461665563393
"Rare epithelial","NEUROD1","Stem/ISC-like epithelial cells",9306,0.00468108429493312,1.20352460777993,-0.333524892448183
"Rare epithelial","NEUROD1","TA / proliferating cells",696,0,0,-0.390578237419063
"Rare epithelial","NEUROD1","BEST4+ epithelial cells",2838,0.00314283206341,0.422832980972516,-0.352273205806332
"Rare epithelial","NEUROD1","Rare epithelial cells",1821,0.235054278152719,12.5205930807249,2.47427784578461
"Rare epithelial","NEUROD1","Low-confidence / other epithelial",7025,0.000839768073984767,0.0854092526690391,-0.380343092183067
"Rare epithelial","AVIL","Absorptive epithelial cells",65675,0.0441239443215586,4.04872478111915,-0.295305677157742
"Rare epithelial","AVIL","Goblet cells",36188,0.0255979956503518,3.23864264397038,-0.370402564290658
"Rare epithelial","AVIL","Regenerative epithelial cells",9570,0.0308685272882,7.1055381400209,-0.349037908339025
"Rare epithelial","AVIL","Stem/ISC-like epithelial cells",9306,0.0322888766025921,6.31850419084462,-0.343280372568778
"Rare epithelial","AVIL","TA / proliferating cells",696,0.0190465418068769,3.30459770114943,-0.396959573519804
"Rare epithelial","AVIL","BEST4+ epithelial cells",2838,0.0478865123163473,5.91966173361522,-0.280053710899532
"Rare epithelial","AVIL","Rare epithelial cells",1821,0.726725318197926,28.610653487095,2.47169099548432
"Rare epithelial","AVIL","Low-confidence / other epithelial",7025,0.00925485997102727,0.839857651245552,-0.436651188708778
"Inflammatory / stress-associated","LCN2","Absorptive epithelial cells",65675,0.49294580881684,22.570232204035,-0.370822302389212
"Inflammatory / stress-associated","LCN2","Goblet cells",36188,0.758508269218452,41.8204929810987,0.00629987508172724
"Inflammatory / stress-associated","LCN2","Regenerative epithelial cells",9570,1.10018213570532,75.141065830721,0.491506979728887
"Inflammatory / stress-associated","LCN2","Stem/ISC-like epithelial cells",9306,2.21156028552715,92.2523103374167,2.06976223169706
"Inflammatory / stress-associated","LCN2","TA / proliferating cells",696,0.107570615982196,12.7873563218391,-0.918089154960524
"Inflammatory / stress-associated","LCN2","BEST4+ epithelial cells",2838,0.173951549623177,15.2219873150106,-0.8238223591213
"Inflammatory / stress-associated","LCN2","Rare epithelial cells",1821,0.173789056924981,9.11587040087864,-0.824053113121975
"Inflammatory / stress-associated","LCN2","Low-confidence / other epithelial",7025,1.01406838809908,36.711743772242,0.369217843085341
"Inflammatory / stress-associated","DUOX2","Absorptive epithelial cells",65675,0.049929752015353,2.80928816140084,-0.369398649835035
"Inflammatory / stress-associated","DUOX2","Goblet cells",36188,0.129361513780223,6.46623190007737,0.115926787289667
"Inflammatory / stress-associated","DUOX2","Regenerative epithelial cells",9570,0.0249712200673035,4.38871473354232,-0.521894454517477
"Inflammatory / stress-associated","DUOX2","Stem/ISC-like epithelial cells",9306,0.499555927156717,40.1353965183752,2.37780240859218
"Inflammatory / stress-associated","DUOX2","TA / proliferating cells",696,0.0251842863593388,3.30459770114943,-0.520592626520452
"Inflammatory / stress-associated","DUOX2","BEST4+ epithelial cells",2838,0.0219634192628347,1.62085976039464,-0.540272017947758
"Inflammatory / stress-associated","DUOX2","Rare epithelial cells",1821,0.012504152331921,1.04338275672707,-0.598067826024059
"Inflammatory / stress-associated","DUOX2","Low-confidence / other epithelial",7025,0.119634716718512,6.27758007117438,0.0564963789629308
"Inflammatory / stress-associated","REG3A","Absorptive epithelial cells",65675,0.0154921556440334,0.554244385230301,-0.534638421227857
"Inflammatory / stress-associated","REG3A","Goblet cells",36188,0.0475907681834472,1.97302973361335,0.197375509761159
"Inflammatory / stress-associated","REG3A","Regenerative epithelial cells",9570,0.0026759814904894,0.208986415882968,-0.826913297933383
"Inflammatory / stress-associated","REG3A","Stem/ISC-like epithelial cells",9306,0.125815856058772,10.7779926928863,1.98131099941094
"Inflammatory / stress-associated","REG3A","TA / proliferating cells",696,0.022451669160649,2.1551724137931,-0.375925615781406
"Inflammatory / stress-associated","REG3A","BEST4+ epithelial cells",2838,0.00160902284862841,0.140944326990839,-0.851245458355344
"Inflammatory / stress-associated","REG3A","Rare epithelial cells",1821,0.0151730242402214,0.658978583196046,-0.541916263318996
"Inflammatory / stress-associated","REG3A","Low-confidence / other epithelial",7025,0.0806787668380957,3.28825622775801,0.951952547444887
"Inflammatory / stress-associated","CCL20","Absorptive epithelial cells",65675,0.0753349220739352,4.03349828701941,-0.609856054144114
"Inflammatory / stress-associated","CCL20","Goblet cells",36188,0.144623275205823,10.3846578976456,-0.212795379083651
"Inflammatory / stress-associated","CCL20","Regenerative epithelial cells",9570,0.246482959145293,26.6353187042842,0.370917078181235
"Inflammatory / stress-associated","CCL20","Stem/ISC-like epithelial cells",9306,0.566337284314372,38.3516011175586,2.20385968010599
